,Name,Lyric
22, 矛盾,"作詞：姚若龍作曲：鄭楠編曲：韓立康製作人：王治平，郭文宗希望被疼惜 又不屑被放口袋裡願意去相信 又將真心關得好緊想改造自己想粉碎孤寂卻搞亂自己卻打破愛情太多的反省 壓力像鬼如影隨形最初的幸運 最終會不會是囚禁想膜拜心靈想特立獨行卻服從規矩卻沉沒人群多矛盾同樣一個懷抱水火都沸騰快樂凝望不快樂 妥協共生同樣一個腦袋對立的靈魂勇敢挑釁不勇敢 激烈辯論更多更詳盡歌詞 在 ※ Mojim.com　魔鏡歌詞網 但願夠默契 就能抵擋耳語來襲但是再親密 人隔著心就有距離想兩全其美就不得安寧習慣不強求又挑戰宿命多矛盾同樣一個懷抱水火都沸騰快樂凝望不快樂 妥協共生同樣一個腦袋對立的靈魂勇敢挑釁不勇敢 激烈辯論同樣一個懷抱水火都沸騰快樂凝望不快樂 妥協共生同樣一個腦袋對立的靈魂勇敢挑釁不勇敢 激烈辯論反抗矛盾 反而矛盾[00:00.00]田馥甄-矛盾[00:03.11]作詞：姚若龍 作曲：鄭楠[00:11.18]微博：weibo.com/shebeyonds[00:26.82]希望被疼惜[00:29.99]又不屑被放口袋裡[00:39.93]願意去相信[00:43.51]又將真心關得好緊[00:51.47]想改造自己[00:53.97]想粉碎孤寂[00:58.19]卻搞亂自己[01:00.67]卻打破愛情[01:06.98]太多的反省[01:09.94]壓力像鬼如影隨形[01:19.90]最初的幸運[01:23.29]最終會不會是囚禁[01:31.51]想膜拜心靈[01:33.94]想特立獨行[01:38.18]卻服從規矩[01:40.70]卻沉沒人群[01:44.36]多矛盾[01:46.86]同樣一個懷抱[01:49.58]水火都沸騰[01:53.48]快樂凝望不快樂[01:57.14]妥協共生[02:00.16]同樣一個腦袋[02:02.83]對立的靈魂[02:06.75]勇敢挑釁不勇敢[02:10.61]激烈辯論[02:14.09][02:26.95]但願夠默契[02:30.25]就能抵擋耳語來襲[02:39.97]但是再親密[02:43.50]人隔著心就有距離[02:51.37]想兩全其美[02:54.13]就不得安寧[02:58.16]習慣不強求[03:00.71]又挑戰宿命[03:04.33]多矛盾[03:07.40]同樣一個懷抱[03:09.53]水火都沸騰[03:13.38]快樂凝望不快樂[03:17.28]妥協共生[03:20.26]同樣一個腦袋[03:22.74]對立的靈魂[03:26.73]勇敢挑釁不勇敢[03:30.50]激烈辯論[03:34.91][03:37.02]同樣一個懷抱[03:39.51]水火都沸騰[03:43.44]快樂凝望不快樂[03:47.18]妥協共生[03:50.18]同樣一個腦袋[03:52.78]對立的靈魂[03:56.70]勇敢挑釁不勇敢[04:00.51]激烈辯論[04:04.83][04:07.45]反抗矛盾[04:14.08]反而矛盾[04:17.99]微博：weibo.com/shebeyonds
"
23, 你就不要想起我,"作詞：施人誠作曲：楊子樸、劉大江編曲：洪敬堯、溫奕哲監製：呂禎晃、郭文宗我都寂寞多久了還是沒好感覺全世界都在竊竊嘲笑我能有多驕傲 不堪一擊好不好一碰到你我就被撂倒吵醒沉睡冰山後從容脫逃你總是有辦法輕易做到一個遠遠的微笑 就掀起洶湧波濤又聞到 眼淚沸騰的味道明明你也很愛我 沒理由愛不到結果只要你敢不懦弱 憑什麼我們要錯過夜長夢還多 你就不要想起我到時候 你就知道有多痛當時那些快樂多難得美好更多更詳盡歌詞 在 ※ Mojim.com　魔鏡歌詞網 你真的有辦法捨得不要才剛成真的美夢 轉眼就幻滅破掉祝福你 真的可以睡得好明明你也最愛我 沒理由愛不到結果只要你敢不懦弱 憑什麼我們要錯過夜長夢很多 你就不要想起我到時候最好別來要認錯你就不要 想我到 瘋掉明明你也還愛我 沒理由愛不到結果只要你敢不懦弱 憑什麼我們要錯過夜長夢會多 你就不要想起我我等夜 監聽你說多愛我[00:00.00]田馥甄-你就不要想起我[00:03.11]作詞：施人誠 作曲：楊子樸、劉大江[00:11.18]微博：weibo.com/shebeyonds[00:20.00]我都寂寞多久了[00:22.52]還是沒好[00:28.40]感覺全世界都在[00:31.05]竊竊嘲笑[00:36.12]我能有多驕傲[00:39.92]不堪一擊好不好[00:45.68]一碰到你[00:47.25]我就被撂倒[00:54.32]吵醒沉睡冰山後[00:56.86]從容脫逃[01:02.81]你總是有辦法[01:05.34]輕易做到[01:10.08]一個遠遠的微笑[01:14.22]就掀起洶湧波濤[01:18.87]又聞到[01:20.23]眼淚沸騰的味道[01:27.19]明明你也很愛我[01:29.75]沒理由愛不到結果[01:35.87]只要你敢不懦弱[01:38.26]憑什麼我們要錯過[01:44.86]夜長 夢還多[01:48.57]你就不要想起我[01:53.56]到時候[01:54.28]你就知道有多痛[01:59.86][02:19.97]當時那些快樂[02:21.94]多難得美好[02:28.65]你真的有辦法[02:31.07]捨得不要[02:35.82]才剛成真的美夢[02:40.07]轉眼就幻滅破掉[02:44.63]祝福你[02:45.97]真的可以睡得好[02:52.97]明明你也最愛我[02:55.47]沒理由愛不到結果[03:01.58]只要你敢不懦弱[03:04.06]憑什麼我們要錯過[03:10.63]夜長 夢很多[03:14.28]你就不要想起我[03:19.01]到時候[03:20.10]最好別來要認錯[03:26.80]你就不要[03:30.96]想我到 瘋掉[03:40.12]明明你也還愛我[03:42.57]沒理由愛不到結果[03:48.64]只要你敢不懦弱[03:51.15]憑什麼我們要錯過[03:57.61]夜長 夢會多[04:01.40]你就不要想起我[04:06.22]我等夜監聽[04:08.28]你說多愛我[04:12.78]微博：weibo.com/shebeyonds
"
24, 魔鬼中的天使,"作詞：姚若龍作曲：陳小霞編曲：王治平製作：王治平、馬毓芬。把太細的神經割掉 會不會比較睡得著我的心有座灰色的監牢 關著一票黑色念頭在吼叫把太硬的脾氣抽掉 會不會比較被明瞭你可以重重把我給打倒 但是想都別想我求饒你是魔鬼中的天使 所以送我心碎的方式是讓我笑到最後一秒為止才發現自己胸口插了一把刀子你是魔鬼中的天使 讓恨變成太俗氣的事從眼裡流下謝謝兩個字儘管叫我瘋子 不準叫我傻子把太硬的脾氣抽掉 會不會比較被明瞭你可以重重把我給打倒 但是想都別想我求饒你是魔鬼中的天使 所以送我心碎的方式是讓我笑到最後一秒為止更多更詳盡歌詞 在 ※ Mojim.com　魔鏡歌詞網 才發現自己胸口插了一把刀子你是魔鬼中的天使 讓恨變成太俗氣的事從眼裡流下謝謝兩個字儘管叫我瘋子 不準叫我傻子隨人去拼湊我們的故事我懶得解釋 愛怎麼解釋當誰想看我碎裂的樣子我已經又頑強 重生一次你是魔鬼中的天使 所以送我心碎的方式是讓我笑到最後一秒為止才發現自己胸口插了一把刀子你是魔鬼中的天使 讓恨變成太俗氣的事從眼裡流下謝謝兩個字儘管叫我瘋子 不準叫我傻子[00:00.00]田馥甄-魔鬼中的天使[00:03.00]作詞：姚若龍　作曲：陳小霞[00:10.00][00:14.40]把太細的神經割掉[00:17.71]會不會比較睡得著[00:21.61]我的心有座灰色的監牢[00:27.28]關著一票黑色念頭在吼叫[00:35.07][00:36.70]把太硬的脾氣抽掉[00:39.53]會不會比較被明瞭[00:43.43]你可以重重把我給打倒[00:50.38]但是想都別想我求饒[00:56.58][00:58.48]你是魔鬼中的天使[01:01.88]所以送我心碎的方式[01:05.84]是讓我笑到最後一秒為止[01:09.99]才發現自己胸口插了一把刀子[01:13.35]你是魔鬼中的天使[01:16.65]讓恨變成太俗氣的事[01:20.32]從眼裡流下謝謝兩個字[01:24.30]儘管叫我瘋子[01:29.00]不准叫我傻子[01:32.71][01:48.22]把太硬的脾氣抽掉[01:51.73]會不會比較被明瞭[01:55.59]你可以重重把我給打倒[02:03.28]但是想都別想我求饒[02:08.63][02:10.43]你是魔鬼中的天使[02:13.81]所以送我心碎的方式[02:17.70]是讓我笑到最後一秒為止[02:21.81]才發現自己胸口插了一把刀子[02:25.30]你是魔鬼中的天使[02:28.62]讓恨變成太俗氣的事[02:32.33]從眼裡流下謝謝兩個字[02:36.29]儘管叫我瘋子[02:41.19]不准叫我傻子[02:44.25][02:46.41]隨人去拼湊我們的故事[02:49.91]我懶得解釋 愛怎麼解釋[02:53.31]當誰想看我碎裂的樣子[02:57.17]我已經又頑強 重生一次[03:02.86][03:04.28]你是魔鬼中的天使[03:07.33]所以送我心碎的方式[03:11.12]是讓我笑到最後一秒為止[03:15.40]才發現自己胸口插了一把刀子[03:18.85]你是魔鬼中的天使[03:22.19]讓恨變成太俗氣的事[03:25.79]從眼裡流下謝謝兩個字[03:30.09]儘管叫我瘋子[03:34.61]不准叫我傻子[03:38.14]
"
25, 你太猖狂,"作詞：林夕/陳小霞作曲：林夕/陳小霞編曲：王治平製作人：王治平能約出來的人都約光能吃得下的早已吃光很用力談笑 比哭還絕望怎麼挨得到打烊我以為痛苦可以分散於是我忙到不能再忙忙到忘記了洗掉你所有短訊一字一巴打在我臉上思念太猖狂 一個冷不防一想起你 忙碌的生活變得空蕩蕩對心事說謊 把你想到多麼的不堪偉大的你還想我怎樣更多更詳盡歌詞 在 ※ Mojim.com　魔鏡歌詞網 我以為工作能夠療傷甚至恨不得病倒再算沒力氣遐想 誰知癱瘓在床上越發渴望你就在身旁思念太猖狂 一個冷不防一想起你 忙碌的生活變得空蕩蕩對心事說謊 把你想到多麼的不堪偉大的你還想我怎樣你也太猖狂 一個冷不防睡到一半 才覺醒療傷先要哭一場對世界說謊 只把自己哄騙得更慘想得到釋放只有投降想得到釋放只有投降[00:01.80]你太猖狂[00:24.29][00:27.10]能約出來的人都約光[00:33.39]能吃得下的早已吃光[00:39.00]很用力談笑[00:41.93]比哭還絕望[00:46.64]怎麼挨得到打烊[00:53.49]我以為痛苦可以分散[01:00.35]於是我忙到不能再忙[01:05.56]忙到忘記了洗掉你所有短訊[01:13.30]一字一巴打在我臉上[01:19.24]思念太猖狂[01:22.00]一個冷不防[01:25.50]一想起你[01:27.67]忙碌的生活變得空蕩蕩[01:32.41]對心事說謊[01:35.30]把你想到多麼的不堪[01:39.96]偉大的你還想我怎樣[01:47.29][02:13.62]我以為工作能夠療傷[02:19.97]甚至恨不得病倒再算[02:25.69]沒力氣遐想[02:28.77]誰知癱瘓在床上[02:33.24]越發渴望你就在身旁[02:39.18]思念太猖狂[02:41.96]一個冷不防[02:45.40]一想起你[02:47.63]忙碌的生活變得空蕩蕩[02:52.40]對心事說謊[02:55.37]把你想到多麼的不堪[02:59.99]偉大的你還想我怎樣[03:06.24]你也太猖狂[03:08.77]一個冷不防[03:11.99]睡到一半[03:14.11]才覺醒療傷先要哭一場[03:19.03]對世界說謊[03:22.25]只把自己哄騙得更慘[03:26.54]想得到釋放只有投降[03:33.43]想得到釋放只有投降[03:39.70]
"
26, 餘波盪漾,"電視劇「飛魚高校生」片尾曲作詞：徐世珍、吳輝福作曲：李雙飛編曲：鍾興民不是你 我不會 懂世界有多大那一片薰衣草的海浪 在回憶中餘波盪漾感受風的溫差 和人世的無常一個人在蔚藍海岸上 送走你帶我看的夕陽天上死去的星星 依舊在夜空閃亮穿越千萬年的光 陪伴在我的身旁有些溫度 不會被遺忘就像死去的愛情 依舊在心裏閃亮留給我無可取代那些愛的瘋狂 讓我的生命更輝煌更多更詳盡歌詞 在 ※ Mojim.com　魔鏡歌詞網 你開車的模樣 你吉他的指法你每天清晨的咖啡香有多少懷念 被你留下天上死去的星星 依舊在夜空閃亮穿越千萬年的光 陪伴在我的身旁為一場燃燒 留個念想曾經美好的感情 美好了我的模樣任誰都無法想像我失去了天堂 卻得到美麗的翅膀[00:00.00]田馥甄 - 餘波盪漾[00:03.11]詞 : 徐世珍、吳輝福　曲：李雙飛[00:11.18][00:11.99]不是你[00:13.42]我不會 懂世界有多大[00:23.23]那一片薰衣草的海浪[00:29.22]在回憶中 餘波盪漾[00:33.89][00:35.84]感受風的溫差 和人世的無常[00:47.18]一個人在蔚藍海岸上[00:53.29]送走你帶我看的夕陽[00:58.40][00:59.89]天上死去的星星 依舊在夜空閃亮[01:05.90]穿越千萬年的光 陪伴在我的身旁[01:17.18]有些溫度 不會被遺忘[01:22.36][01:23.84]就像死去的愛情 依舊在心裏閃亮[01:29.89]留給我無可取代[01:32.91]那些愛的瘋狂 讓我的生命更輝煌[01:47.20][02:00.09]你開車的模樣[02:05.96]你吉他的指法[02:11.36]你每天清晨的咖啡香[02:17.28]有多少懷念 被你留下[02:22.50][02:24.02]天上死去的星星 依舊在夜空閃亮[02:29.87]穿越千萬年的光 陪伴在我的身旁[02:41.15]有些溫度 不會被遺忘[02:45.71][02:47.97]就像死去的愛情 依舊在心裏閃亮[02:53.91]留給我無可取代[02:56.93]那些愛的瘋狂 讓我的生命更輝煌[03:10.33][03:38.76]天上死去的星星 依舊在夜空閃亮[03:44.88]穿越千萬年的光 陪伴在我的身旁[03:56.28]為一場燃燒 留個念想[04:00.73][04:02.96]曾經美好的感情 美好了我的模樣[04:08.88]任誰都無法想像[04:11.89]我失去了天堂 卻得到美麗的翅膀[04:25.45]
"
27, 寂寞寂寞就好,"作詞：施人誠/楊子樸作曲：施人誠/楊子樸編曲：鍾興民製作人：呂禎晃、郭文宗還是原來那個我 不過流掉幾公升淚所以變瘦對著鏡子我承諾 遲早我會還這張臉一堆笑容不算什麼 愛錯就愛錯早點認錯 早一點解脫我寂寞寂寞就好 這時候誰都別來安慰擁抱就讓我一個人去 痛到 受不了 想到 快瘋掉死不了就還好我寂寞寂寞就好 你真的不用來我回憶裡微笑我就不相信我會 笨到 忘不了 賴著 不放掉人本來就寂寞的 借來的都該還掉我總會把你戒掉更多更詳盡歌詞 在 ※ Mojim.com　魔鏡歌詞網 還是原來那個你 是我自己做夢你有改變什麼再多的愛也沒用 每個人有每個人的業障因果會有什麼 什麼都沒有早點看破 才看得見以後我寂寞寂寞就好 這時候誰都別來安慰擁抱就讓我一個人去 痛到 受不了 想到 快瘋掉死不了就還好我寂寞寂寞就好 你真的不用來我回憶裡微笑我就不相信我會 笨到 忘不了 賴著 不放掉人本來就寂寞的 我總會把你戒掉[00:00.17]寂寞寂寞就好[00:31.35]★☆~Genius~☆★[00:32.26]還是原來那個我[00:36.89]不過流掉幾公升淚所以變瘦[00:44.58]對著鏡子我承諾[00:49.43]遲早我會還這張臉一堆笑容[00:55.32]不算什麼 愛錯就愛錯[01:01.60]早點認錯 早一點解脫[01:10.63]我寂寞寂寞就好[01:16.65]這時候誰都別來安慰擁抱[01:22.95]就讓我一個人去[01:25.75]痛到 受不了 想到 快瘋掉[01:32.42]死不了就還好[01:35.62]我寂寞寂寞就好[01:41.93]你真的不用來我回憶裡微笑[01:48.19]我就不相信我會[01:50.99]笨到 忘不了 賴著 不放掉[01:57.58]人本來就寂寞的[02:04.03]借來的都該還掉[02:10.17][02:16.75]我總會把你戒掉[02:24.66]★☆~Genius~☆★[02:32.14]還是原來那個你[02:36.65]是我自己做夢你有改變什麼[02:44.64]再多的愛也沒用[02:49.39]每個人有每個人的業障因果[02:55.30]會有什麼 什麼都沒有[03:01.65]早點看破 才看得見以後[03:10.52]我寂寞寂寞就好[03:16.71]這時候誰都別來安慰擁抱[03:23.00]就讓我一個人去[03:25.74]痛到 受不了 想到 快瘋掉[03:32.25]死不了就還好[03:35.56]我寂寞寂寞就好[03:41.94]你真的不用來我回憶裡微笑[03:48.25]我就不相信我會[03:51.05]笨到 忘不了 賴著 不放掉[03:57.67]人本來就寂寞的[04:04.09]我總會把你戒掉[04:09.73]★☆~Genius~☆★
"
28, 超級瑪麗,"作詞：藍小邪/梁永泰(Terrytyelee)、王知音作曲：藍小邪/梁永泰(Terrytyelee)、王知音編曲：盧家宏製作人：王治平、梁永泰(Terrytyelee)有隻叫瑪麗瑪麗瑪麗的螞蟻愛上馬路對面的查理可惜查理查理查理是隻貓天天在想河裡的魚只是一條馬路的距離可憐瑪麗走不過去眺望著查理 縮在誰懷裡吃魚馬路上 每一輛車 各奔東西每一個人 匆匆走到哪裡有沒有目的 要不要目的就像螞蟻瑪麗有天瑪麗瑪麗瑪麗有點急看見查理又搬來新鄰居名叫茉莉茉莉茉莉多好聽都讓查理忘了吃魚原來一條馬路的距離有時真的走不過去可一旦走過去 查理還美不美麗馬路上的 日昇又日落 人來又人往瑪麗抬起頭 (才發現到處都是風景)更多更詳盡歌詞 在 ※ Mojim.com　魔鏡歌詞網 日昇又日落 人來又人往 瑪麗偶爾抬起頭才發現用心欣賞 到處都能看到 好風景Hey 瑪麗 oh 瑪麗 瑪麗 oh~Hey 瑪麗 oh 瑪麗 瑪麗 oh~原來一條馬路的距離有時候真的走不過去可一旦走過去眼中的查理還美不美麗瑪麗瑪麗瑪麗很開心沿著馬路繼續走下去遇上的哈利安迪波比都有趣也讓自己變得很有趣其實一條馬路的距離有時真的不用過去再美的風景看在眼裡也可以好好放進心裡日昇又日落 人來又人往瑪麗偶爾抬起頭看看自己在別人的眼裡自己自己也許也是風景其實一條馬路的距離有時真的不用過去再美的風景 總會離開眼睛[00:00.00]超級瑪莉[00:03.84]★☆~天才~☆★[00:06.23]有隻叫瑪麗瑪麗瑪麗的螞蟻[00:10.51]愛上馬路對面的查理[00:14.63]可惜查理查理查理是隻貓[00:18.71]天天在想河裡的魚[00:22.95]只是一條馬路的距離[00:27.09]可憐瑪麗走不過去[00:30.75]眺望著查理 縮在誰懷裡吃魚[00:39.24]馬路上 每一輛車 各奔東西[00:44.58]每一個人 匆匆走到哪裡[00:48.80]有沒有目的 要不要目的[00:52.86]就像螞蟻瑪麗[00:55.68]有天瑪麗瑪麗瑪麗有點急[01:00.15]看見查理又搬來新鄰居[01:04.25]名叫茉莉茉莉茉莉多好聽[01:08.33]都讓查理忘了吃魚[01:12.51]原來一條馬路的距離[01:16.74]有時真的走不過去[01:20.89]可一旦走過去 查理還美不美麗[01:28.95]馬路上的 日昇又日落 人來又人往[01:38.43]瑪麗抬起頭 (才發現到處都是風景)[01:48.79][02:05.70]日昇又日落 人來又人往[02:09.43]瑪麗偶爾抬起頭[02:13.61]才發現用心欣賞 到處都能看到 好風景[02:22.58]Hey 瑪麗 oh 瑪麗 瑪麗 oh~[02:30.68]Hey 瑪麗 oh 瑪麗 瑪麗 oh~[02:37.27]原來一條馬路的距離[02:41.45]有時候真的走不過去[02:45.58]可一旦走過去[02:48.55]眼中的查理還美不美麗[02:54.57][03:10.75]瑪麗瑪麗瑪麗很開心[03:13.50]沿著馬路繼續走下去[03:17.62]遇上的哈利安迪波比都有趣[03:21.94]也讓自己變得很有趣[03:26.00]其實一條馬路的距離[03:30.22]有時真的不用過去[03:34.22]再美的風景看在眼裡[03:38.29]也可以好好放進心裡[03:42.52]日昇又日落 人來又人往[03:47.72]瑪麗偶爾抬起頭看看自己[03:51.39]在別人的眼裡自己[03:53.82]自己也許也是風景[03:59.34]其實一條馬路的距離[04:03.20]有時真的不用過去[04:07.37]再美的風景 總會離開眼睛[04:15.42]★☆~天才~☆★
"
29, 我想我不會愛你,"作詞：呂康惟作曲：呂康惟編曲：JerryC製作人：王治平你的呼吸 還有你的聲音你的呼吸 穿過身體我來不及反應你的聲音躲在耳裡 讓我生病謝謝 你給的讓我沉迷讓我丟掉了姓名在好奇的時候 拉不住眼睛我想我不會愛你 這樣下去渺小的自尊都快要拋棄我想我不會愛你 只是也許你的歎息 散落一地讓我歇斯底里靠得太近一不小心 弄傷自己謝謝 你給的讓我沉迷更多更詳盡歌詞 在 ※ Mojim.com　魔鏡歌詞網 讓我困住了自己在迷路的時候 捨不得離去我想我不會愛你 這樣下去渺小的自尊都快要拋棄我想我不會恨你 傷的痕跡住在我心底 變成了秘密我想我不會愛你 害怕失去所以逞強的 遠遠看著你我想我不會恨你 只是也許我想我不會愛你 這樣下去渺小的自尊都快要拋棄我想我不會恨你 傷的痕跡住在我心底變成了秘密我想我不會愛你 害怕失去所以逞強的 遠遠看著你我想我不會恨你 只是也許[00:00.01]我想我不會愛你[00:12.01]作詞：呂康惟 作曲：呂康惟[00:14.11]你的呼吸 還有你的聲音[00:19.40][00:26.88]你的呼吸 穿過身體[00:34.13]我來不及反應[00:38.85]你的聲音躲在耳裡 讓我生病[00:49.58]謝謝 你給的讓我沉迷[00:57.59]讓我丟掉了姓名[01:03.54]在好奇的時候 拉不住眼睛[01:15.22]我想我不會愛你 這樣下去[01:23.01]渺小的自尊都快要拋棄[01:27.66]我想我不會愛你 只是也許[01:35.48][01:43.52]你的歎息 散落一地[01:50.68]讓我歇斯底里[01:55.74]靠得太近一不小心 弄傷自己[02:06.55]謝謝 你給的讓我沉迷[02:14.29]讓我困住了自己[02:20.72]在迷路的時候 捨不得離去[02:31.97]我想我不會愛你 這樣下去[02:40.09]渺小的自尊都快要拋棄[02:44.45]我想我不會恨你 傷的痕跡[02:52.18]住在我心底 變成了秘密[02:56.81]我想我不會愛你 害怕失去[03:04.52]所以逞強的 遠遠看著你[03:09.04]我想我不會恨你 只是也許[03:17.38][03:33.70]我想我不會愛你 這樣下去[03:41.48]渺小的自尊都快要拋棄[03:45.99]我想我不會恨你 傷的痕跡[03:53.69]住在我心底變成了秘密[03:58.23]我想我不會愛你 害怕失去[04:06.12]所以逞強的 遠遠看著你[04:10.80]我想我不會恨你 只是也許[04:18.55]★★超好聽★★
"
30, 請你給我好一點的情敵,"作詞：李格弟(即詩人夏宇的另一個名稱)作曲：焦安溥編曲：樊哲忠製作：王治平這已經不是我第一次聽到她的名字你是我們共同愛上的浪子其實我並不真的在乎與別人一起佔有你我並不真的介意你的吻也蓋著別人的印記如果這是你不能逃避的宿命就請你給我好一點的情敵至少讓我擁有競爭的樂趣至少讓我相信 被遺棄有被遺棄的道理這已經不是我第一次聽到她的故事更多更詳盡歌詞 在 ※ Mojim.com　魔鏡歌詞網 你是我們共同愛上的主題其實我並不真的難過 與他人一起分享所有我並不真的害怕 你的愛左顧右盼牽牽掛掛如果這是你不能逃避的宿命就請你給我好一點的情敵至少讓我擁有競爭的樂趣至少讓我相信 被遺棄有被遺棄的道理如果這是我不能躲閃的結局 我只要求給我好一點的情敵至少讓我擁有完美的嫉妒至少讓我感覺 有另一人 足以匹配我的孤獨 我的孤獨[00:00.00]田馥甄-請你給我好一點的情敵[00:03.00]作詞：李格弟　作曲：焦安溥[00:15.00][00:32.93]這已經不是我第一次聽到她的名字[00:40.48]你是我們共同愛上的浪子[00:47.43]其實我並不真的在乎[00:52.61]與別人一起佔有你[00:56.72]我並不真的介意[01:01.62]你的吻也蓋著別人的印記[01:05.84][01:09.29]如果這是你不能逃避的宿命[01:16.62]就請你給我好一點的情敵[01:24.46]至少讓我擁有競爭的樂趣[01:29.27]至少讓我相信[01:33.40]被遺棄有被遺棄的道理[01:38.94][01:58.42]這已經不是我第一次聽到她的故事[02:05.95]你是我們共同愛上的主題[02:12.40]其實我並不真的難過[02:18.16]與他人一起分享所有[02:22.43]我並不真的害怕[02:27.11]你的愛左顧右盼牽牽掛掛[02:34.01][02:35.12]如果這是你不能逃避的宿命[02:42.66]就請你給我好一點的情敵[02:48.52]至少讓我擁有競爭的樂趣[02:54.80]至少讓我相信[02:58.74]被遺棄有被遺棄的道理[03:04.64]轉載來自 ※Mojim.com　魔鏡歌詞網[03:07.59]如果這是我不能躲閃的結局[03:15.17]我只要求給我好一點的情敵[03:21.16]至少讓我擁有完美的嫉妒[03:27.22]至少讓我感覺有另一人足以匹配我的孤獨[03:43.23]我的孤獨[03:46.72][04:07.65]我的孤獨[04:11.17]
"
31, 念念有詞,"作詞：葛大為作曲：崔欽翔編曲：麻吉弟弟製作人：王治平、麻吉弟弟金星 火焰同溫層 淩空的閃電請召喚美麗的預言 (請召喚美麗的預言)神諭 直覺他嘴角 神秘的弧線快降臨 幸福的寓言 (降臨幸福的寓言)念念有詞的愛 求他明白(我說 dalele dalele)請召喚美麗的預言(我說 dalele dalele)喔 念念不忘的愛預知未來 有沒有未來(我說 dalele dalele)快降臨幸福的寓言(我說 dalele dalele)(我說 dalele)流年 告解我愛你 奧妙的音節是召喚永恆的魔戒更多更詳盡歌詞 在 ※ Mojim.com　魔鏡歌詞網 (是召喚永恆的魔戒) (召喚永恆的魔戒)喉結 蝴蝶不吹灰 震動全世界快降臨 甜蜜的箴言 (降臨甜蜜的箴言)念念有詞的愛期待 迷津能解開(我說 dalele dalele)是召喚永恆的魔戒(我說 dalele dalele)喔 念念不忘的愛預知未來 有沒有未來(我說 dalele dalele)快降臨甜蜜的箴言(我說 dalele dalele)(我說 dalele)賜予你動心的秘方 賜你盡情地癡狂當眼神交互作用 來一場電光石火咒語 謊言 端看它成立的意念我愛你 請你跟著念[00:00.00]田馥甄 - 念念有詞[00:03.11]詞：葛大為　曲：崔欽翔[00:11.18][00:17.95]金星 火焰[00:22.11]同溫層 淩空的閃電[00:27.71]請召喚美麗的預言 (請召喚美麗的預言)[00:32.14][00:35.22]神諭 直覺[00:39.66]他嘴角 神秘的弧線[00:45.13]快降臨 幸福的寓言 (降臨幸福的寓言)[00:49.80][00:54.63]念念有詞的愛 求他明白[01:00.53](我說 dalele dalele)[01:02.82]請召喚美麗的預言[01:05.03](我說 dalele dalele)[01:07.58][01:07.76]喔 念念不忘的愛[01:10.19]預知未來 有沒有未來[01:18.30](我說 dalele dalele)[01:19.98]快降臨幸福的寓言[01:22.39](我說 dalele dalele)[01:25.33][01:25.43](我說 dalele)[01:26.84][01:31.96]流年 告解[01:36.15]我愛你 奧妙的音節[01:41.76]是召喚永恆的魔戒[01:44.12](是召喚永恆的魔戒) (召喚永恆的魔戒)[01:48.44][01:49.50]喉結 蝴蝶[01:53.70]不吹灰 震動全世界[01:59.26]快降臨 甜蜜的箴言 (降臨甜蜜的箴言)[02:03.84][02:04.55]念念有詞的愛[02:09.08]期待 迷津能解開[02:14.59](我說 dalele dalele)[02:16.74]是召喚永恆的魔戒[02:19.13](我說 dalele dalele)[02:21.78][02:21.94]喔 念念不忘的愛[02:24.38]預知未來 有沒有未來[02:32.58](我說 dalele dalele)[02:34.14]快降臨甜蜜的箴言[02:36.88](我說 dalele dalele)[02:39.20][02:39.42](我說 dalele)[02:40.81][02:42.23]賜予你動心的秘方[02:46.72]賜你盡情地癡狂[02:51.03]當眼神交互作用 來一場電光石火[02:59.40]咒語 謊言 端看它成立的意念[03:09.03]我愛你 請你跟著念[03:11.91]
"
