,Name,Lyric
107, Love U U,"作詞：林天愛作曲：林俊傑love you you 我像孤獨的漁夫說不出 愛的溫度很想給你幸福 你卻自我保護轉彎處 只剩下潮汐之外的荒蕪love you you 卻在海裡迷了路找不出 心的歸屬思念越嘗越苦 心跳亂了腳步怎麼我 讀不懂你唇語之間的無助就算用盡所有真心 卻到不了你的心底回憶難以靠近 你是我奢求的唯一讓我用盡所有力氣 只要你相信我最堅持的聲音更多更詳盡歌詞 在 ※ Mojim.com　魔鏡歌詞網 只剩一句 love you you stay with me能不能別這樣放棄能不能就放開自己海浪穿透我的傷心請聽一聽愛的聲音就算用盡所有真心 卻到不了你的心底回憶難以靠近 你是我奢求的唯一讓我用盡所有力氣 只要你相信我最堅持的聲音只剩一句 love you you stay with me[00:00.00]林俊傑 - Love U U[00:03.00][00:05.00][03:22.42]何吉森整理提供[00:10.52][00:15.44]love you you 我像孤獨的漁夫[00:22.80]說不出 愛的溫度[00:30.08]很想給你幸福 你卻自我保護[00:37.71]轉彎處 只剩下潮汐之外的荒蕪[00:44.52][00:45.29]love you you 卻在海裡迷了路[00:52.22]找不出 心的歸屬[00:59.61]思念越嘗越苦 心跳亂了腳步[01:07.18]怎麼我 讀不懂你唇語之間的無助[01:14.55][01:15.07]就算用盡所有真心 卻到不了你的心底[01:22.56]回憶難以靠近 你是我奢求的唯一[01:29.89]讓我用盡所有力氣 只要你相信[01:37.04]我最堅持的聲音[01:40.77]只剩一句 love you you stay with me[01:47.78][02:17.72]能不能別這樣放棄[02:21.57]能不能就放開自己[02:25.22]海浪穿透我的傷心[02:28.87]請聽一聽愛的聲音[02:34.98][02:36.32]就算用盡所有真心 卻到不了你的心底[02:43.67]回憶難以靠近 你是我奢求的唯一[02:51.25]讓我用盡所有力氣 只要你相信[02:58.28]我最堅持的聲音[03:01.93]只剩一句 love you you stay with me[03:09.23] 感謝 何吉森  提供歌詞 感謝 默默  修正歌詞 友站連結： 何吉森音樂空間　
"
108, 她說(She Says),"作詞：孫燕姿作曲：林俊傑他靜悄悄地來過 他慢慢帶走沉默只是最後的承諾 還是沒有帶走了寂寞我們愛的沒有錯 只是美麗的獨秀太折磨她說無所謂只要能在夜裡翻來覆去的時候有寄託等不到天黑 煙火不會太完美回憶燒成灰 還是等不到結尾她曾說的無所謂 我怕一天一天被摧毀等不到天黑 不敢凋謝的花蕾綠葉在跟隨 放開刺痛的滋味今後不再怕天明 我想只是害怕清醒他靜悄悄地來過 他慢慢帶走沉默只是最後的承諾 還是沒有帶走了寂寞我們愛的沒有錯 只是美麗的獨秀太折磨她說無所謂只要能在夜裡翻來覆去的時候有寄託更多更詳盡歌詞 在 ※ Mojim.com　魔鏡歌詞網 等不到天黑 煙火不會太完美回憶燒成灰 還是等不到結尾她曾說的無所謂 我怕一天一天被摧毀等不到天黑 不敢凋謝的花蕾綠葉在跟隨 放開刺痛的滋味今後不再怕天明 我想只是害怕清醒等不到天黑 煙火不會太完美回憶燒成灰 還是等不到結尾她曾說的無所謂 我怕一天一天被摧毀等不到天黑 不敢凋謝的花蕾綠葉在跟隨 放開刺痛的滋味今後不再怕天明 我想只是害怕清醒不怕天明 我想只是害怕清醒[00:00.03]林俊傑 ─ 她說[00:07.31][00:10.00]作詞：孫燕姿[00:12.88][00:14.58]作曲：林俊傑[00:21.33][02:23.69][00:25.63]她靜悄悄地來過[02:29.92][00:30.81]她慢慢帶走沉默[02:35.49][00:36.69]只是最後的承諾[02:40.90][00:42.59]還是沒有帶走了寂寞[02:45.94][00:47.02][02:46.84][00:48.33]我們愛的沒有錯[02:52.32][00:53.72]只是美麗的獨秀太折磨[02:58.80][01:00.33]她說無所謂[03:03.55][01:05.17]只要能在夜裡 翻來覆去的時候有寄託[03:53.85][03:09.53][01:11.05][03:55.25][03:10.26][01:11.71]等不到天黑 煙火不會太完美[04:00.89][03:15.77][01:17.10]回憶燒成灰 還是等不到結尾[04:07.14][03:21.97][01:23.45]她曾說的無所謂 我怕一天一天被摧毀[04:15.43][03:30.06][01:31.64][04:17.88][03:32.62][01:34.13]等不到天黑 不敢凋謝的花蕾[04:23.59][03:38.39][01:39.70]綠葉在跟隨 放開刺痛的滋味[04:28.49][03:43.39][01:44.75]今後不再怕天明 我想只是害怕清醒[01:56.99][04:41.00]不怕天明 我想只是害怕清醒[04:52.95]
"
109, 愛笑的眼睛(Smiling Eyes),"原唱：徐若瑄作詞：瑞業作曲：林俊傑如果不是那鏡子不像你　不藏秘密我還不肯相信沒有你我的笑　更美麗那天聽你在電話裡　略帶抱歉的關心我嘟的一聲切的比你說分手　徹底淚濕的衣洗乾淨　陽光裡曬乾回憶摺好了傷心　明天起只和快樂出去這愛的城市雖然擁擠　如果真的遇見你你不必訝異　我的笑她無法代替離開你我才發現自己　那愛笑的眼睛流過淚　像躲不過的暴風雨　淋濕的昨天刪去離開你我才找回自己　那愛笑的眼睛再見愛情　我一定讓自己　讓自己決定淚濕的衣洗乾淨　陽光裡曬乾回憶更多更詳盡歌詞 在 ※ Mojim.com　魔鏡歌詞網 摺好了傷心　明天起只和快樂出去這愛的城市雖然擁擠　如果真的遇見你你不必訝異　我的笑她無法代替離開你我才發現自己　那愛笑的眼睛流過淚 像一個人看舊電影　是我不小心而已離開你我才找回自己　那愛笑的眼睛再見到你　我一定讓自己　讓自己堅定離開你我才發現自己　那愛笑的眼睛流過淚　像躲不過的暴風雨　淋濕的昨天忘記離開你我才找回自己　那愛笑的眼睛再見愛情　我一定讓自己　讓自己　堅定再見到你　我一定讓自己　假裝很　堅定[00:02.00]林俊傑-愛笑的眼睛[00:05.00]詞：瑞業[00:08.00]曲：林俊傑[00:12.27][00:41.88][01:10.64][01:43.08][02:59.52][03:44.87][00:14.27]如果不是那鏡子不像你 不藏秘密[00:21.15]我還不肯相信沒有你我的笑 更美麗[00:28.20]那天聽你在電話裡 略帶抱歉的關心[00:35.58]我嘟的一聲切的比你說分手 徹底[00:43.21][01:58.88]淚濕的衣洗乾淨 陽光裡曬乾回憶[00:49.85][02:05.95]摺好了傷心 明天起只和快樂出去[00:57.46][02:12.84]這愛的城市雖然擁擠 如果真的遇見你[01:04.80][02:20.54]你不必訝異 我的笑她無法代替[01:12.14][02:27.96][03:00.63]離開你我才發現自己 那愛笑的眼睛[01:18.45]流過淚 像躲不過的暴風雨 淋濕的昨天刪去[01:26.70][02:42.36][03:14.75]離開你我才找回自己 那愛笑的眼睛[01:32.89]再見愛情 我一定讓自己 讓自己決定[02:34.33]流過淚 像一個人看舊電影 是我不小心而已[02:48.62]再見到你 我一定讓自己 讓自己堅定[03:06.69]流過淚 像躲不過的暴風雨 淋濕的昨天忘記[03:21.38]再見愛情 我一定讓自己 讓自己堅定[03:31.59]再見到你 我一定讓自己 假裝很堅定
"
110, 只對你有感覺(Feel For You),"原唱：飛輪海+Hebe作詞：張家瑋作曲：林俊傑無解的眼神　心像海底針光是猜測　我食慾不振有點煩人　又有點迷人浪漫沒天份　反應夠遲鈍不夠謹慎　花挑錯顏色但很矛盾　喜歡你的笨微笑　再美　再甜　不是妳的　都不特別眼淚　再苦　再鹹　有你安慰　又是晴天靠的　再近　再貼　少了擁抱　就算太遠全世界只對你(妳)有感覺玩的　再瘋　再野　妳瞪一眼　我就收斂馬路　再寬　再遠　只要你牽　就很安全我會　又乖　又黏　溫柔體貼　絕不敷衍我只對你(妳)有感覺我只對你(妳)有感覺體貼卻黏人　愛哭卻溫順有時天真　有時很邪惡對妳耍狠　就是捨不得請吸收養分　讓腦袋平衡更多更詳盡歌詞 在 ※ Mojim.com　魔鏡歌詞網 要你現身　動作慢吞吞怎麼承認　我非你不可微笑　再美　再甜　不是妳的　都不特別眼淚　再苦　再鹹　有你安慰　又是晴天靠的　再近　再貼　少了擁抱　就算太遠全世界只對你(妳)有感覺玩的　再瘋　再野　妳瞪一眼　我就收斂馬路　再寬　再遠　只要你牽　就很安全我會　又乖　又黏　溫柔體貼　絕不敷衍我只對你(妳)有感覺我只對你(妳)有感覺微笑　再美　再甜　不是妳的　都不特別眼淚　再苦　再鹹　有你安慰　又是晴天靠的　再近　再貼　少了擁抱　就算太遠全世界只對你(妳)有感覺玩的　再瘋　再野　妳瞪一眼　我就收斂馬路　再寬　再遠　只要你牽　就很安全我會　又乖　又黏　溫柔體貼　絕不敷衍我只對你(妳)有感覺我只對你(妳)有感覺[00:00.00]林俊傑--只對你有感覺[00:04.57]作詞：張家瑋[00:06.63]作曲：林俊傑[00:19.12]無解的眼神 心像海底針[00:23.91]光是猜測 我食慾不振[00:28.48]有點煩人 又有點迷人[00:37.35]浪漫沒天份 反應夠遲鈍[00:42.13]不夠謹慎 花挑錯顏色[00:46.65]但很矛盾 喜歡你的笨[03:19.74][02:22.79][00:54.79]微笑再美 再甜 不是妳的 都不特別[03:24.48][02:27.46][00:59.28]眼淚再苦 再鹹 有你安慰 又是晴天[03:29.16][02:31.95][01:03.99]靠的再近 再貼 少了擁抱 就算太遠[03:33.95][02:36.64][01:08.74]全世界只對你有感覺[03:38.24][02:41.23][01:13.12]玩的再瘋 再野 妳瞪一眼 我就收斂[03:42.65][02:45.69][01:17.64]馬路再寬 再遠 只要你牽 就很安全[03:47.36][02:50.19][01:22.26]我會又乖 又黏 溫柔體貼 絕不敷衍[03:56.88][03:52.11][02:54.90][01:31.72][01:27.08]我只對你有感覺[02:59.75][01:47.10]體貼卻黏人 愛哭卻溫順[01:51.94]有時天真 有時很邪惡[01:56.50]對你耍狠 就是捨不得[02:05.36]請吸收養分 讓腦袋平衡[02:10.16]要你現身 動作慢吞吞[02:14.59]怎麼承認 我非你不可 感謝 昊風  提供動態歌詞
"
111, 當你(Whenever),"原唱：王心凌作詞：張思爾作曲：林俊傑編曲：Martin Tang如果有一天 我回到從前回到最原始的我 你是否會覺得我不錯如果有一天 我離你遙遠不能再和你相約 你是否會發覺 我已經說再見當你的眼睛 瞇著笑 當你喝可樂 當你吵我想對你好 你從來不知道 想你 想你 也能成為嗜好當你說今天的煩惱 當你說夜深 你睡不著我想對你說 卻害怕都說錯 好喜歡你 知不知道如果有一天 夢想都實現回憶都成了永遠 你是否還會 記得今天如果有一天 我們都發覺 ( 我們都發覺 )原來什麼都可以 我們是否還會 停留在這裡更多更詳盡歌詞 在 ※ Mojim.com　魔鏡歌詞網 當你的眼睛 瞇著笑 當你喝可樂 當你吵我想對你好 你從來不知道 想你 想你 也能成為嗜好當你說今天的煩惱 當你說夜深 你睡不著我想對你說 卻害怕都說錯 好喜歡你 知不知道也許空虛 讓我想得太多 也許該回到被窩夢裡會相遇 就毫不猶豫 大聲的說我要說當你的眼睛 瞇著笑 當你喝可樂 當你吵我想對你好 你從來不知道 想你 想你 也能成為嗜好當你說今天的煩惱 當你說夜深 你睡不著我想對你說 卻害怕都說錯 好喜歡你 知不知道當你的眼睛 瞇著笑 當你喝可樂 當你吵我想對你好 你從來不知道 想你 想你 也能成為嗜好啦 ~ ~ ~ 啦 ~ ~ ~我想對你說 卻害怕都說錯 好喜歡你 知不知道～～～ 感謝 芷芷  修正歌詞
"
112, 一眼萬年(Forever),"原唱：S.H.E作詞：姚若龍作曲：林俊傑編曲：洪敏克淚 有點鹹 有點甜 你的胸膛吻著我的側臉回頭看踏過的雪 慢慢融化成草原而我就像你 沒有一秒 曾後悔愛 那麼綿 那麼黏 管命運 設定要誰離別海岸線越讓人流連 總是美的越蜿蜒我們太倔強 連天都不忍 再反對深情一眼摯愛萬年 幾度輪迴戀戀不滅把歲月鋪成紅毯 見證我們的極限心疼一句珍藏萬年 誓言就該比永遠更遠要不是滄海桑田 真愛怎麼會浮現淚 有點鹹 有點甜 你的胸膛吻著我的側臉回頭看踏過的雪 慢慢融化成草原而我就像你 沒有一秒 曾後悔更多更詳盡歌詞 在 ※ Mojim.com　魔鏡歌詞網 愛 那麼綿 那麼黏 管命運 設定要誰離別海岸線越讓人流連 總是美得越蜿蜒我們太倔強 連天都不忍 再反對深情一眼摯愛萬年 幾度輪迴戀戀不滅把歲月鋪成紅毯 見證我們的極限心疼一句珍藏萬年 誓言就該比永遠更遠要不是滄海桑田 真愛怎麼會浮現深情一眼摯愛萬年 幾度輪迴戀戀不滅把歲月鋪成紅毯 見證我們的極限心疼一句珍藏萬年 誓言就該比永遠更遠要不是滄海桑田 真愛怎麼會浮現待渡過斜風冷雨 春暖在眼前[00:02.93]林俊傑 一眼萬年[00:04.44][00:06.18]原唱：S.H.E[00:07.93]作詞：姚若龍[00:10.12]作曲：林俊傑[00:12.37]編曲：洪敏克[00:14.31][00:17.87]淚 有點鹹 有點甜[00:20.75]你的胸膛吻著我的側臉[00:25.37]回頭看踏過的雪[00:29.00]慢慢融化成草原[00:32.18]而我就像你 沒有一秒[00:36.87]曾後悔[00:41.50]愛 那麼綿 那麼黏[00:44.93]管命運 設定要誰離別[00:49.12]海岸線越讓人流連[00:52.87]總是美的越蜿蜒[00:56.12]我們太倔強[00:58.31]連天都不忍[01:00.87]再反對[01:04.43]深情一眼摯愛萬年[01:08.75]幾度輪迴戀戀不滅[01:12.75]把歲月鋪成紅毯[01:15.25]見證我們的極限[01:20.44]心疼一句珍藏萬年[01:24.62]誓言就該比永遠更遠[01:28.68]要不是滄海桑田[01:31.33]真愛怎麼會浮現[01:35.71][01:53.52]淚 有點鹹 有點甜[01:56.83]你的胸膛吻著我的側臉[02:01.21]回頭看踏過的雪[02:04.90]慢慢融化成草原[02:08.21]而我就像你[02:10.46]沒有一秒[02:12.84]曾後悔[02:17.21]愛 那麼綿 那麼黏[02:20.96]管命運 設定要誰離別[02:25.15]海岸線越讓人流連[02:28.90]總是美得越蜿蜒[02:32.21]我們太倔強[02:34.40]連天都不忍[02:36.90]再反對[02:40.34]深情一眼摯愛萬年[02:44.65]幾度輪迴戀戀不滅[02:48.77]把歲月鋪成紅毯[02:51.27]見證我們的極限[02:56.46]心疼一句珍藏萬年[03:00.65]誓言就該比永遠更遠[03:04.71]要不是滄海桑田[03:07.40]真愛怎麼會浮現[03:13.08]深情一眼摯愛萬年[03:16.71]幾度輪迴戀戀不滅[03:20.77]把歲月鋪成紅毯[03:23.27]見證我們的極限[03:28.71]心疼一句珍藏萬年[03:32.65]誓言就該比永遠更遠[03:37.15]要不是滄海桑田[03:39.40]真愛怎麼會浮現[03:44.34][03:45.15]待渡過斜風冷雨[03:47.52]春暖在眼前[03:52.40] 感謝 CrazyPants  提供動態歌詞 感謝 瓜瓜  修正歌詞
"
113, 保護色(Protective Colors)(&張韶涵),"作詞：王雅君／陳淑秋RAP詞：林俊傑作曲：林俊傑眼角 是我靈魂的缺角 是愛情的保護罩不想變糟糕 就讓世界都顛倒藏起 華麗的羽毛 收起 驕傲的棱角愛你 我穿上迷彩 也偽裝 我的微笑(Rap)：Angela's back with a new grooveIf ya don't know what it iscall yourself a NOOBand JJ's makin' it soundcall yourself a NOOBa little Indian'ishCatch a glimpse of what it isJJ's R&B!要你看到 善變代表對你太感冒要你聽到 我有我的獨特思考要你看到 愛情不只華麗的外表揚起嘴角 永遠猜不到的下一秒就像變色龍異想的世界可以隨心情 換上外套可以偽裝起來 開你玩笑更多更詳盡歌詞 在 ※ Mojim.com　魔鏡歌詞網 Oh~Oh~Oh~這是我的新指標你害怕就走掉 我不討好要你看到 善變代表對你太感冒要你聽到 我有我的獨特思考要你看到 愛情不只華麗的外表揚起嘴角 永遠猜不到的下一秒(Rap)：ㄟ 唱回自己 歌真棒但 不知原唱 的人怎麼想嘿 來啦來啦 Angela Come onＪ 我一不在 你就自ＨＩＧＨＪ 我若不在 開ＰＡ 怎麼好玩嘿 朋友一起 Fun 才會爽快在這裡 在那裡 I will watch your back要你看到 善變代表對你太感冒要你聽到 我有我的獨特思考要你看到 愛情不只華麗的外表揚起嘴角 永遠猜不到的下一秒要你看到 善變代表對你太感冒要你聽到 我有我的獨特思考要你看到 愛情不只華麗的外表揚起嘴角 永遠猜不到的下一秒 感謝 阿肯  修正歌詞
"
114, 握不住的他(The Taste of Love),"原唱：瀟瀟作詞：林怡鳳作曲：林俊傑銀白色月牙 映照著腳ㄚ一吋吋 一遍遍 親吻浪花泥沙掙扎 浸濕眼角剎那 和著眼淚 分不清呀你給的說法 說走到分岔又無力 又疲倦 付出愛的代價無力自拔 心放不下勉強 愛的盈缺 變成時差愛情不只玫瑰花 還有不安的懲罰快樂呀 誤解呀 隨著時間都會增長退潮的愛像刀疤 傷過給一個說法放了才能夠快樂 讓心好好休息一下握不住的他 放下也罷更多更詳盡歌詞 在 ※ Mojim.com　魔鏡歌詞網 你給的說法 說走到分岔又無力 又疲倦 付出愛的代價無力自拔 心放不下勉強 愛的盈缺 變成時差愛情不只玫瑰花 還有不安的懲罰快樂呀 誤解呀 隨著時間都會增長退潮的愛像刀疤 傷過給一個說法放了才能夠快樂 讓心好好休息一下握不住的沙 放下也罷愛情不只玫瑰花 還有不安的懲罰快樂呀 誤解呀 隨著時間都會增長退潮的愛像刀疤 傷過給一個說法放了才能夠快樂 讓心好好休息一下放了才能夠快樂 讓心好好休息一下握不住的沙 放下也罷握不住的他 放下也罷[ti:握不住的他][00:00.00]握不住的他[00:05.49][00:10.85]作詞：林怡鳳 作曲：林俊杰[00:15.51][00:16.37]銀色白月牙 映照著腳ㄚ[00:21.47]一寸寸 一遍遍 親吻浪花[00:26.72]泥沙掙扎 浸濕眼角[00:31.65]剎那 和著眼淚 分不清呀[00:36.76][00:37.57]愛情不只玫瑰花 還有不安的懲罰[00:42.78]快樂呀 誤解呀 隨著時間都會增長[00:48.01]退潮的愛像刀疤 傷過給一個說法[00:53.40]放了才能夠快樂 讓心好好休息一下[00:58.71]握不住的沙 放下也罷[01:06.79][01:19.81]你給的說法 說走到分岔[01:24.93]又無力 又疲倦 付出愛的代價[01:29.98]無力自拔 心放不下[01:34.80]勉強 愛的盈缺 變成時差[01:39.94][01:41.22]愛情不只玫瑰花 還有不安的懲罰[01:45.89]快樂呀 誤解呀 隨著時間都會增長[01:51.27]退潮的愛像刀疤 傷過給一個說法[01:56.45]放了才能夠快樂 讓心好好休息一下[02:01.82]握不住的沙 放下也罷[02:06.83][02:24.38]愛情不只玫瑰花 還有不安的懲罰[02:29.22]快樂呀 誤解呀 隨著時間都會增長[02:34.16]退潮的愛像刀疤 傷過給一個說法[02:39.79]放了才能夠快樂 讓心好好休息一下[02:44.80]放了才能夠快樂 讓心好好休息一下[02:50.26]握不住的沙 放下也罷[02:55.45]握不住的他 放下也罷[03:04.14][03:17.88] 感謝 雪空☆  提供動態歌詞
"
115, 心牆(Wall),"原唱：林貝芳作詞：姚若龍作曲：林俊傑編曲：洪信傑監制：蔡尚文一個人 眺望碧海和藍天在心裏面 那抹灰就淡一些海豚從眼前飛越我看見了最陽光的笑臉好時光都該被寶貝 因爲有限我學著不去擔心得太遠不計劃太多反而能勇敢冒險豐富的過每一天 快樂的看每一天Wooh～第一次遇見陰天 遮住你側臉有什麽故事好想了解我感覺我懂你的特別你的心有一道牆 但我發現一扇窗偶爾透出一絲暖暖的微光就算你有一道牆 我的愛會攀上窗台盛放更多更詳盡歌詞 在 ※ Mojim.com　魔鏡歌詞網 打開窗你會看到悲傷融化我學著不去擔心得太遠不計劃太多反而能勇敢冒險豐富的過每一天 快樂的看每一天Wooh～第一次遇見陰天 遮住你側臉有什麽故事好想了解我感覺我懂你的特別你的心有一道牆 但我發現一扇窗偶爾透出一絲暖暖的微光就算你有一道牆 我的愛會攀上窗台盛放打開窗你會看到悲傷融化Wooh〜你的心有一道牆 但我發現一扇窗偶爾透出一絲暖暖的微光就算你有一道牆 我的愛會攀上窗台盛放打開窗妳會看到悲傷融化你會聞到幸福晴朗的芬芳 感謝 可樂 陽光 PP小羊  修正歌詞
"
116, 我很想愛她(Loving Her),"原唱：Twins作詞：何啟弘作曲：林俊傑天空 下起雨了他撐的傘 在你身邊陪著可是 我不快樂因為看見 她臉上的笑 是很勉強的我很想愛她 但是眼睛在說謊隱瞞比較容易吧 免得感情變的複雜我很想愛她 但是理智在吵架退出可能解圍嗎 誰能給我一個好的回答如果 再捨不得這樣下去 我們每個人都是受害者更多更詳盡歌詞 在 ※ Mojim.com　魔鏡歌詞網 我很想愛她 但是眼睛在說謊隱瞞比較容易吧 免得感情變的複雜我很想愛她 但是理智在吵架退出可能解圍嗎 誰能給我一個好的回答當愛情陷在危險邊緣是否都會傷痕累累是否都會苦不堪言我很想愛她 但是眼睛在說謊隱瞞比較容易吧 免得感情變的複雜我很想愛她 但是理智在吵架退出可能解圍嗎 誰能給我一個好的回答愛情教會我們都放不下 感謝 332  修正歌詞
"
117, 一生的愛(Eternal Love),"作詞：吳劍泓作曲：林俊傑真的可以結束嗎已經不需要回答滿天的雪在下將我的心蒸發如果愛可以放下為何那麼多掙扎那冷風烙心如刀割彷彿愛的懲罰我終於明白對你的愛絕不可能更改我的心像片雪花為你存在冰封成依賴當全世界都把你忘懷我絕不離開風雪淹埋不了期待我只想要給你我一生的愛愛如果放下不要那麼多掙扎冷風也讓我更堅決更多更詳盡歌詞 在 ※ Mojim.com　魔鏡歌詞網 面對愛的懲罰我終於明白對你的愛絕不可能更改我的心像片雪花為你存在冰封成依賴當全世界都把你忘懷我絕不離開風雪淹埋不了期待我只想要給你我一生的愛我終於明白對你的愛絕不可能更改我的心像片雪花為你存在冰封成依賴當全世界都把你忘懷我絕不離開風雪淹埋不了期待我只想要給你我一生的愛風雪淹埋不了期待我只想要給你我一生的愛
"
118, 記得(Remember),"原唱：張惠妹作詞：易家楊作曲：林俊傑編曲：吳慶隆監製：陳子鴻 (喜歡音樂)誰還記得　是誰先說　永遠的愛我以前的一句話　是我們以後的傷口過了太久　沒人記得　當初那些溫柔我和你手牽手　說要一起　走到最後我們都忘了　這條路走了多久心中是清楚的　有一天　有一天都會停的讓時間說真話　雖然我也害怕在天黑了以後　我們都不知道會不會有以後誰還記得　是誰先說　永遠的愛我以前的一句話　是我們以後的傷口過了太久　沒人記得　當初那些溫柔我和你手牽手　說要一起　走到最後我們都累了　卻沒辦法往回走更多更詳盡歌詞 在 ※ Mojim.com　魔鏡歌詞網 兩顆心都迷惑　怎麼說　怎麼說都沒有救親愛的為什麼　也許你也不懂兩個相愛的人　等著對方先說想分開的理由誰還記得　愛情開始變化的時候我和你的眼中　看見了不同的天空走得太遠　終於走到分岔路的路口是不是你和我　要有兩個　相反的夢誰還記得　是誰先說　永遠的愛我以前的一句話　是我們以後的傷口過了太久　沒人記得　當初那些溫柔我和你手牽手　說要一起　走到最後我和你手牽手　說要一起　走到最後[00:01.33]林俊傑[00:02.09][00:02.52]記得 (Remember)[00:03.54][00:04.40]原唱：張惠妹[00:05.43]作詞：易家楊[00:06.41]作曲：林俊傑[00:07.52]編曲：吳慶隆[00:08.58]監製：陳子鴻(喜歡音樂)[00:09.61][00:17.80]誰還記得　是誰先說　永遠的愛我[00:26.25]以前的一句話　是我們以後的傷口[00:33.98]過了太久　沒人記得　當初那些溫柔[00:42.60]我和你手牽手　說要一起　走到最後[00:55.54][01:07.45]我們都忘了　這條路走了多久[01:15.30]心中是清楚的　有一天　有一天都會停的[01:23.37]讓時間說真話　雖然我也害怕[01:31.13]在天黑了以後　我們都不知道會不會有以後[01:40.46][01:41.98]誰還記得　是誰先說　永遠的愛我[01:50.48]以前的一句話　是我們以後的傷口[01:57.99]過了太久　沒人記得　當初那些溫柔[02:06.28]我和你手牽手　說要一起　走到最後[02:19.59][02:30.68]我們都累了　卻沒辦法往回走[02:38.59]兩顆心都迷惑　怎麼說　怎麼說都沒有救[02:46.55]親愛的為什麼　也許你也不懂[02:54.45]兩個相愛的人　等著對方先說想分開的理由[03:04.51][03:05.39]誰還記得　愛情開始變化的時候[03:13.82]我和你的眼中　看見了不同的天空[03:21.32]走得太遠　終於走到分岔路的路口[03:29.82]是不是你和我　要有兩個　相反的夢[03:39.83][03:41.09]誰還記得　是誰先說　永遠的愛我[03:49.47]以前的一句話　是我們以後的傷口[03:56.91]過了太久　沒人記得　當初那些溫柔[04:05.77]我和你手牽手　說要一起　走到最後[04:15.86][04:21.29]我和你手牽手　說要一起　走到最後[04:34.48][04:35.21]動態歌詞由jerrywu34提供 感謝 含寂居士 jerrywu34  提供動態歌詞
"
119, 完美新世界,"作詞：林怡鳳 + Venus作曲：林俊傑是你一束光　琥珀色遠方回憶被傳唱　傷口被遺忘淚水跟著眼眶　流出一道方向牽引著 你我的希望手連手 用心連接宇宙夜光傾透 寒風裡微顫抖古老的記憶 不斷的尋覓因為愛 要堅持到最後手連手 撫平心靈傷口寒風顫抖 還是要往前走當太陽再升起 用愛解凍大地重建 完美新世界 重現你和我生命的無常　說不出模樣更多更詳盡歌詞 在 ※ Mojim.com　魔鏡歌詞網 我是迎著光　逆著風飄蕩你說暮色蒼茫 空氣開始搖晃不要害怕 走吧 希望就在不遠地方手連手 用心連接宇宙夜光傾透 寒風裡微顫抖古老的記憶 依然不斷的尋覓因為愛 要堅持到最後手連手 撫平心靈傷口寒風顫抖 還是要往前走當太陽再升起 用愛解凍大地重建 完美新世界 重現你和我手連手 用心連接宇宙寒風顫抖 還是要往前走當太陽再升起 用愛解凍大地重現 完美新世界 只有 你和我 感謝 小NO  修正歌詞
"
120, I AM,"作詞：林秋離作曲：林俊傑落在手裡一顆淚滴  清澈地卻已溶化活在人間  我的壓力和疑惑愛和理想怎麼評量  闖過難關避開受傷其實我和凡人都一樣擔心路會走錯方向  擔心她不放在心上擔心生命不再充滿渴望更多更詳盡歌詞 在 ※ Mojim.com　魔鏡歌詞網 It's  when I'm weak then I am strong我脆弱  卻不退縮確定路在對的方向  確定她在我的心上確定生命永遠有希望It's  when I'm weak then I am strong我脆弱  卻不退縮我脆弱  卻永不退縮
"
