,Name,Lyric
0, Stars Align,"R3HAB & 蔡依林(Jolin Tsai)作詞：Fadil El Ghoul, Rik Annema, Cimo Fränkel作曲：Fadil El Ghoul, Rik Annema, Cimo FränkelCan I go back to the days that I had youBack to one more night like we're used toI miss every minute we've been throughFrom the hardest part to the best youMake the stars alignWords cannot describeDon't need no more goodbyesYou leave me hypnotizedMake the stars alignI need you here tonightDon't need no more goodbyesYou leave me hypnotizedOne last time likeDa-da-da, la-la-la-daDa-la-la-da, da-la-la-la-daDa-la-la-da, da-la-la-la-daDa-la-la-da, da-la-la-la-da(Make the stars align)When our hands are holding each otherI can't see myself with anotherI will go through fire and waterTurn our whole life back into colorMake the stars align更多更詳盡歌詞 在 ※ Mojim.com　魔鏡歌詞網 Words cannot describeDon't need no more goodbyesYou leave me hypnotizedMake the stars alignI need you here tonightDon't need no more goodbyesYou leave me hypnotizedOne last time likeDa-da-da, la-la-la-da(Da-la-la-da, da-la-la-la-da)Da-la-la-da, da-la-la-la-daDa-la-la-da, da-la-la-la-daMake the stars alignWords cannot describeDon't need no more goodbyesYou leave me hypnotizedMake the stars alignI need you here tonightDon't need no more goodbyesYou leave me hypnotizedOne last time likeDa-da-da, la-la-la-daDa-la-la-da, da-la-la-la-daDa-la-la-da, da-la-la-la-daDa-la-la-da, da-la-la-la-da(Make the stars align)
"
1, 惡之必要,"作詞：李維菁/剃刀蔣作曲：剃刀蔣/陳星翰編曲：剃刀蔣不想是完美 崇拜我表面不曾出惡言 受傷含冤 也從不抱怨我曾以為 完美小姐 下個進階只要咬著牙 有一天也會獲得了愛 並非只是絕對內在的房間 陰暗的空間偶爾產生的邪惡 也要握手 或者和他親吻不需要責怪自己生了負面心 竟生了暗念渴愛激切 低吟眼淚 不分正負面 善惡是非我的惡 我的罪受了傷也從不抱怨 要準備訓練自己社會流行口號 正面力量 根本髒話而已惡裡暗中激情忌妒 擁抱自己內在不足人們不讓自己痛苦 只想與正面思考相處我說 我惡故我在我想 必要的使壞必要的臭 臉必要凶險 必要的崩壞惡是說誰 罪又是誰惡女是誰 我冷所以我美靈魂的形狀 只有自己看得清擁抱 那總是不夠高分的自己還不夠 還不夠 不夠痛 心狠與轉身就走更多更詳盡歌詞 在 ※ Mojim.com　魔鏡歌詞網 一點點 惡之必要 一些些 壞之必要摔了摔 盤子 喝了喝 全都斷了斷說了說 天花亂墜 淚流滿了滿殘忍的霸凌 蔓生的情緒 不看就不再連痛苦都不給你 纏綿的權 力突發走音 先人自嘲 先人自嘲只想聽你 正面思考 正面思考我的好 我的壞這些年我不知道 原來逞強不是堅強容許我自己 喜歡自己不完美 帶他走四方惡裡暗中激情忌妒 擁抱自己內在不足人們不讓自己痛苦 只想與正面思考相處我說 我惡故我在我想 必要的使壞必要的臭 臉必要凶險 必要的崩壞惡是說誰 罪又是誰惡女是誰 我冷所以我美靈魂的形狀 只有自己看得清擁抱 那總是不夠高分的自己還不夠 還不夠 不夠痛 心狠與轉身就走[00:00.00]蔡依林 Jolin Tsai - 惡之必要[00:03.11]作詞：剃刀蔣、李維菁[00:11.18]作曲：剃刀蔣、Starr Chen 陳星翰[00:26.29][00:57.90]不想是完美 崇拜我表面[01:01.40]不曾出惡言 受傷含冤 也從不抱怨[01:05.29]我曾以為 完美小姐 下個進階[01:08.08]只要咬著牙 有一天也會[01:10.18]獲得了愛 並非只是絕對[01:12.19][01:13.20]內在的房間 陰暗的空間[01:16.80]偶爾產生的邪惡 也要握手 或者和他親吻[01:21.00]不需要責怪自己生了負面心 竟生了暗念[01:24.73]渴愛激切 低吟眼淚[01:26.37]不分正負面 善惡是非[01:28.40][01:28.93]我的惡 我的罪[01:29.70]受了傷也從不抱怨 要準備訓練自己[01:32.21]社會流行口號[01:33.86]正面力量 根本髒話而已[01:36.06]惡裡暗中激情忌妒 擁抱自己內在不足[01:39.89]人們不讓自己痛苦 只想與正面思考相處[01:43.27][01:43.40]我說 我惡故我在[01:45.02]我想 必要的使壞[01:46.92]必要的臭 臉必要凶險 必要的崩壞[01:50.36]惡是說誰[01:52.18]罪又是誰[01:54.00]惡女是誰[01:56.49]我冷 所以我美[01:58.15][01:58.71]靈魂的形狀 只有自己看得清[02:02.21]擁抱 那總是不夠高分的自己[02:05.73]還不夠[02:07.52]還不夠[02:09.41]不夠痛[02:11.83]心狠與轉身就走[02:14.40][02:15.75]一點點 惡之必要[02:19.61]一些些 壞之必要[02:22.77]摔了摔盤子 喝了喝 全都斷了斷[02:26.33]說了說 天花亂墜 淚流滿了滿[02:29.35][02:30.00]殘忍的霸凌 蔓生的情緒 不看就不再[02:34.80]連痛苦都不給你 纏綿的權力[02:37.78]突發走音 先人自嘲 先人自嘲[02:41.34]只想聽你 正面思考 正面思考[02:44.55][02:45.30]我的好 我的壞[02:46.58]這些年我不知道 原來逞強不是堅強[02:49.02]容許我自己 喜歡自己不完美 帶他走四方[02:53.07]惡裡暗中激情忌妒 擁抱自己內在不足[02:56.47]人們不讓自己痛苦 只想與正面思考相處[02:59.45][03:00.02]我說 我惡故我在[03:01.72]我想 必要的使壞[03:03.79]必要的臭 臉必要凶險 必要的崩壞[03:07.15]惡是說誰[03:08.99]罪又是誰[03:10.88]惡女是誰[03:13.31]我冷 所以我美[03:14.62][03:15.35]靈魂的形狀 只有自己看得清[03:19.06]擁抱 那總是不夠高分的自己[03:22.49]還不夠[03:24.25]還不夠[03:26.26]不夠痛[03:28.62]心狠與轉身就走[03:31.74]------------------------------------------------------惡之必要作詞：李維菁、剃刀蔣lyrics: the late wei jing lee, razor chiang不想是完美 崇拜我表面don't think, then it's perfect, adore my outer-side不曾出惡言 受傷含冤也從不抱怨never disses someone, never complain even i was hurt and innocent我曾以為 完美小姐 下個進階i thought that ms perfect is my next stage只要咬著牙有一天也會i can achieve it once i grit my teeth獲得了愛並非只是絕對receive the love and it's not unconditional內在的房間 陰暗的空間the room in my heart, it's a dark space偶爾產生的邪惡 也要握手或者和他親吻the devil born in coincidence, i'll have to shake his hand or kiss him不需要責怪自己生了負面心竟生了暗念don't need to blame yourself if you have negative and dark thoughts渴愛激切低吟眼淚不分正負面善惡是非i'm thirsty for love, outspoken, i chant in a low voice with tears, regardless positive or negative, kind or evil, right or wrong我的惡 我的罪 受了傷也從不抱 怨要準備訓練自己my evil, my sin, i never complain even i'm being hurt because i'm training myself社會流行口 號正面力量根本 髒話 而已the motivational positive energy which is popular in the society is utter bull惡裡 暗中 激情 忌妒擁抱自己內在不 足under the evil, the jealousy is secretly embracing my inner weakness人們不讓自己痛苦只想與 正面思 考相處people are not willing to let themselves suffering, they only want to get along with positive thinking[chorus]我說我惡故我在i said i'm evil, therefore i am.我想必要的使壞i'll go bad if it's necessary必要的臭 臉必要凶險 必要的崩壞face is necessary, fierce is necessary, breakdown is necessary惡是說誰 罪又是誰who is evil? who is sinful?惡女是誰 我冷所以我美who is this bad girl? i'm cool that's why i'm pretty.靈魂的形狀只有自己看得清only me can clearly see the shape of my soul擁抱那總是不夠高分的自己embrace me who not always achieve higher marks還不夠 還不夠 不夠痛 心狠與轉身就走not enough, not enough, not pain enough to walk away mercilessly[verse 2]一點點惡之必要 一些些壞之必要a bit of necessary evil, a bit of necessary bad摔了 摔 盤子喝 了喝 全都斷了斷throw the plate, get drunk and blackout說了 說 天花亂 墜 淚流滿了滿keep exaggerating, i'm full of tears殘忍的霸凌 蔓生的情緒 不看就不再the bullying is cruel, the emotion is spreading, it'll stop once you stop looking連痛苦都不給你纏綿的權 力even the pain doesn't give you the right to escape突發走 音 先人自嘲 先人自嘲when i'm out of tune[1], i need to be self-deprecating[2]只想聽 你 正面思考 正面思考only wanna listen to your positive thinking我的好 我的壞 這些年我不知道 原來逞強不是堅強my strength and my weakness. all these years i didn't know that overexert myself doesn't mean i'm tough容許我自己 喜歡自己不完美 帶他走 四方allow me to like my imperfection, bringing it to everywhere惡裡 暗中 激情 忌妒擁抱自己內在不 足under the evil, the jealousy is secretly embracing my inner weakness人們不讓自己痛苦只想與 正面思 考相處people are not willing to let themselves suffering, they only want to get along with positive thinking[chorus]我說我惡故我在i said i'm evil, therefore i am.我想必要的使壞i'll go bad if it's necessary必要的臭 臉必要凶險 必要的崩壞face is necessary, fierce is necessary, breakdown is necessary惡是說誰 罪又是誰who is evil? who is sinful?惡女是誰 我冷所以我美who is the bad girl? i'm cool that's why i'm pretty.靈魂的形狀只有自己看得清only me can clearly see the shape of my soul擁抱那總是不夠高分的自己embrace me who not always achieve higher marks還不夠 還不夠 不夠痛 心狠與轉身就走not enough, not enough, not pain enough to walk away mercilessly 感謝 W.G.  提供歌詞 感謝 小慧慧 成明星  提供動態歌詞 感謝 成明星  修正歌詞 友站連結： My Music Life　
"
2, 玫瑰少年,"歌詞協力：陳怡茹作詞：阿信/蔡依林作曲：剃刀蔣/蔡依林編曲：剃刀蔣誰把誰的靈魂 裝進誰的身體誰把誰的身體 變成囹圄囚禁自己亂世總是最 不缺耳語哪種美麗會 喚來妒忌你並沒有罪 有罪是這世界生而為人無罪你不需要抱歉One day I will be you baby boy, and you gon' be me喧嘩如果不停讓我陪你安靜I wish I could hug you , till you're really really being free哪朵玫瑰 沒有荊棘最好的報復 是美麗最美的盛開 是反擊別讓誰去 改變了你你是你 或是妳 都行會有人 全心的 愛你試著想像 you switched to his bodySexuality 當心 什麼會傷你多少次的重傷 多少次的冷語Drowning 誰會拉你Dreaming 誰會陪你更多更詳盡歌詞 在 ※ Mojim.com　魔鏡歌詞網 Same shit happens every day .你離開後 世界可改變多少無知罪愆 事過不境遷永誌不忘記念 往事不如煙生而為人無罪你不需要抱歉One day I will be you baby boy, and you gon' be me喧嘩如果不停讓我陪你安靜I wish I could hug you , till you're really really being free哪朵玫瑰 沒有荊棘最好的報復 是美麗最美的盛開 是反擊別讓誰去 改變了你你是你 或是妳 都行會有人 全心的 愛你玫瑰少年 在我心裡綻放著 鮮豔的 傳奇我們都 從來沒 忘記你的控訴 沒有聲音卻傾訴 更多的 真理卻喚醒 無數的 真心[00:00.00]蔡依林 Jolin Tsai - 玫瑰少年[00:03.11]作詞：阿信、蔡依林[00:06.29]作曲：剃刀蔣、蔡依林[00:11.18][00:20.05]誰把誰的靈魂 裝進誰的身體[00:24.90]誰把誰的身體 變成囹圄囚禁自己[00:29.30]亂世總是 最不缺耳語[00:32.01]哪種美麗 會喚來妒忌[00:34.49]你並沒有罪[00:36.60]有罪是這世界[00:38.48][00:39.02]生而為人無罪[00:41.56]你不需要抱歉[00:43.80]One day I will be you[00:46.38]Baby boy, and you gon' be me[00:48.82][00:49.27]喧嘩如果不停[00:51.64]讓我陪你安靜[00:53.61]I wish I could hug you[00:56.11]Till you're really really being free[00:58.35][00:58.43]哪朵玫瑰 沒有荊棘[01:03.48]最好的報復 是美麗[01:05.98]最美的盛開 是反擊[01:08.13][01:08.47]別讓誰去 改變了你[01:13.20]你是你 或是妳 都行[01:15.73]會有人 全心的愛你[01:18.04][01:28.15]試著想像[01:29.01]You switched to his body[01:30.33]Sexuality 當心 什麼會傷你[01:32.78]多少次的重傷 多少次的冷語[01:35.25]Drowning 誰會拉你[01:36.34]Dreaming 誰會陪你[01:37.62][01:37.89]Same shit happens every day[01:40.12]你離開後 世界可改變[01:42.60]多少無知罪愆 事過不境遷[01:45.17]永誌不忘記念 往事不如煙[01:47.23][01:47.75]生而為人無罪[01:50.17]你不需要抱歉[01:52.33]One day I will be you[01:54.90]Baby boy, and you gon' be me[01:56.94][01:57.95]喧嘩如果不停[01:59.91]讓我陪你安靜[02:02.30]I wish I could hug you[02:04.81]Till you're really really being free[02:06.74][02:07.19]哪朵玫瑰 沒有荊棘[02:12.01]最好的報復 是美麗[02:14.50]最美的盛開 是反擊[02:16.62][02:16.91]別讓誰去 改變了你[02:21.79]你是你 或是妳 都行[02:24.28]會有人 全心的愛你[02:26.74][02:46.24]玫瑰少年 在我心裡[02:51.13]綻放著 鮮豔的傳奇[02:53.70]我們都 從來沒忘記[02:55.84][02:56.20]你的控訴 沒有聲音[03:00.98]卻傾訴 更多的真理[03:03.43]卻喚醒 無數的真心[03:05.86] 感謝 W.G.  提供歌詞 感謝 小慧慧 成明星  提供動態歌詞 感謝 成明星  修正歌詞 友站連結： My Music Life　
"
3, 怪美的,"Ugly Beauty作詞：吳青峰作曲：Rhys Fletcher/楊宥閒/陳星翰/蔡依林/Richard Craker編曲：陳星翰垂涎的邪惡 陪我長大在軟爛中生長 社會營養過去坑疤的 讓我站穩了那些神醜的 評誰亂正的喔 我都笑哭了這什麼標準 急著決定適者生存愛我 恨我 非我有一些外在我 來自內在我聽誰說 錯的 對的說 美的 醜的若問我 我看我說我怪美的看不見我的美 是你瞎了眼稱讚的嘴臉 卻轉身吐口水審美的世界 誰有膽說那麼絕對真我 假我 自我看今天這個我 想要哪個我更多更詳盡歌詞 在 ※ Mojim.com　魔鏡歌詞網 聽誰說 錯的 對的說 美的 醜的若問我 我看我說我怪美的誰來推我一把 On to the next one一路背著太多道德 活著令人會喘任誰去傷 去想 去講 不相關就別管太婉轉的相處 靈魂拉扯 左右為難正負能量 全都吃掉美的 醜的 自有它存在的必要愛恨隨你各自喜好拒絕你的偽善擁抱想要活得顯耀 回應心中惡之必要誰說 錯的 對的說 美的 醜的若問我 我說我呢怪美的[00:00.00]蔡依林 Jolin Tsai - 怪美的 Ugly Beauty[00:01.91]作詞：吳青峰[00:04.22]作曲：Rhys Fletcher、楊宥閒、Richard Craker、蔡依林、陳星翰[00:06.53][00:09.38]垂涎的邪惡 陪我長大[00:18.89]在軟爛中生長 社會營養[00:28.14]過去坑疤的 讓我站穩了[00:30.55]那些神醜的 評誰亂正的[00:32.95]喔 我都笑哭了[00:38.66][00:39.12]這什麼標準 急著決定適者生存[00:45.74]愛我 恨我 非我[00:47.55]有一些外在我 來自內在我[00:52.70][01:08.00]聽誰說 錯的 對的[01:11.16]說 美的 醜的[01:13.63]若問我 我看我說[01:17.52]我怪美的[01:19.64][01:29.42]看不見我的美 是你瞎了眼[01:34.05]稱讚的嘴臉 卻轉身吐口水[01:39.04]審美的世界 誰有膽說那麼絕對[01:45.77]真我 假我 自我[01:47.70]看今天這個我 想要哪個我[01:52.72][02:06.72]聽誰說 錯的 對的[02:09.93]說 美的 醜的[02:12.43]若問我 我看我說[02:16.27]我怪美的[02:18.72][02:28.23]誰來推我一把 到On to the next one[02:30.38]一路背著太多道德 活著令人會喘[02:32.74]任誰去傷 去想 去講 不相關就別管[02:35.15]太婉轉的相處 靈魂拉扯 左右為難[02:37.42][02:37.82]正負能量 全都吃掉[02:39.46]美的 醜的 自有它存在的必要[02:41.82]愛恨隨你各自喜好[02:43.21]拒絕你的偽善擁抱[02:44.62]想要活得顯耀 回應心中惡之必要[02:46.57][02:46.71]誰說 錯的 對的[02:49.11]說 美的 醜的[02:51.56]若問我 我說我呢[02:55.58]怪美的[02:58.03]------------------------------------------------------怪美的 Ugly Beauty翻譯:賓狗單字垂涎的邪惡 陪我長大Lurking evil has always been around me在軟爛中生長 社會營養With little support from society, I've grown up in dirt過去坑疤的 讓我站穩了But those traumas nourished me and made me tough那些神醜的 評誰亂正的Those comments condemning the ugly and idolizing the beautiful喔 我都笑哭了oh, they made me laugh to tears這什麼標準 急著決定適者生存Survival of the fittest? Who are you to judge? What's the rush?愛我 恨我 非我Self-loving, self-loathing, self-negating有一些外在我 來自內在我My external self reflects my internal self聽誰說 錯的 對的Who are you to say wrong or right?說美的 醜的Beautiful or ugly?若問我 我看 我說If you ask me, I would say我怪美的I'm insanely beautiful看不見我的美 是你瞎了眼If you can't see my beauty, you must be blind稱讚的嘴臉 卻轉身吐口水Talking sweetly in front of me but saying foul things behind my back審美的世界 誰有膽說那麼絕對Who dares to set the standards of beauty真我 假我 自我 看今天這個我 想要哪個我True self, false self, my self. Who I wanna be today, it all depends on me聽誰說 錯的 對的Who are you to say wrong or right?說美的 醜的Beautiful or ugly?若問我 我看 我說If you ask me, I would say我怪美的I'm insanely beautiful誰來推我一把 On to the next oneWho can take me to the next level?一路背著太多道德活著令人會喘I've shouldered too many moral responsibilities. Living has become such a torture任誰去傷去想去講不相關就別管Hurt me as you may. Defame me as you may. I don't care太婉轉的相處 靈魂拉扯左右為難Being too polite to people can take a negative toll on the soul正負能量全都吃掉Positive and negative energy, I've taken them all in美的醜的自有他存在的必要Beauty and ugliness are both necessary.愛恨隨你各自喜好I don't care if you love me or hate me拒絕你的偽善擁抱Save your disingenuous hugs想要活得顯耀 回應心中惡之必要To thrive, we have to unleash our inner evil聽誰說 錯的 對的Who are you to say wrong or right?說美的 醜的Beautiful or ugly?若問我 我說我呢If you ask me, I would say我怪美的I'm insanely beautiful 感謝 Bercy HenryLin  提供歌詞 感謝 成明星  提供動態歌詞 感謝 成明星  修正歌詞
"
4, 你也有今天,"作詞：藍小邪作曲：蔡依林/Hayley Michelle Aitken/Johan Gustafsson編曲：陳星翰/鄭人豪被最愛的人 當作月拋的玩偶被謊言 當作待宰的肥客在最幸福的雲端 被一腳踹落享受嗎 享受嗎被最貼心的擁抱 把真心爆破被最溫柔的手 痛下狠手被最寶貝的紅唇 反咬了一口你值得 你值得你 終於可以領會 什麼叫做因果你 終於可以學學 你給我的一課你 總算沒有辜負 我對你的祝賀終於 你也有今天看花花蝴蝶 如何變成女王蜂看綿羊 要如何反捕禽獸更多更詳盡歌詞 在 ※ Mojim.com　魔鏡歌詞網 看脆弱眼淚 輪迴成金剛拳頭有趣嗎 有趣嗎你 終於可以領會 什麼叫做因果你 終於可以學學 你給我的一課你 總算沒有辜負 我對你的祝賀終於 你也有今天你那麼會 讓人死心這點心痛 利息都不夠你且等著 命運的幽默 細水長流你 終於可以證明 世上真有因果你 終於可以做做 你給我的惡夢你 千萬不要辜負 我對你的祝賀祝你 年年有今天[00:00.00]蔡依林 Jolin Tsai - 你也有今天[00:03.11]作詞：藍小邪　作曲：蔡依林、Hayley Michelle Aitken、Johan Gustafsson[00:04.00]被最愛的人 當作月拋的玩偶[00:08.07]被謊言 當作待宰的肥客[00:12.39]在最幸福的雲端 被一腳踹落[00:16.25]享受嗎 享受嗎[00:20.53][00:21.18]被最貼心的擁抱 把真心爆破[00:25.45]被最溫柔的手 痛下狠手[00:29.73]被最寶貝的紅唇 反咬了一口[00:33.80]你值得 你值得[00:38.05][00:38.57]你 終於可以領會 什麼叫做因果[00:43.01]你 終於可以學學 你給我的一課[00:47.33]你 總算沒有辜負 我對你的祝賀[00:51.76]終於 你也有今天[00:57.80][01:15.70]看花花蝴蝶 如何變成女王蜂[01:20.10]看綿羊 要如何反捕禽獸[01:24.31]看脆弱眼淚 輪迴成金剛拳頭[01:28.40]有趣嗎 有趣嗎[01:32.49][01:33.01]你 終於可以領會 什麼叫做因果[01:37.48]你 終於可以學學 你給我的一課[01:41.84]你 總算沒有辜負 我對你的祝賀[01:46.25]終於 你也有今天[01:51.86][02:09.70]你那麼會 讓人死心[02:13.96]這點心痛 利息都不夠[02:18.40]你且等著 命運的幽默 細水長流[02:24.61][02:25.66]你 終於可以證明 世上真有因果[02:29.84]你 終於可以做做 你給我的惡夢[02:34.24]你 千萬不要辜負 我對你的祝賀[02:38.51]祝你 年年有今天[02:44.53][02:51.23]年年有今天[02:53.87][03:00.01]年年有今天[03:02.27] 感謝 W.G.  提供歌詞 感謝 成明星  提供動態歌詞 感謝 成明星  修正歌詞 友站連結： My Music Life　
"
5, 紅衣女孩,"作詞：嚴云農作曲：倪子岡/王美蓮/林愷倫/Jeff Bova編曲：陳星翰/剃刀蔣為什麼蒙娜莉莎不是一頭紅髮為什麼你的咖啡不是一杯紅茶I like it red… I like it red…為什麼所有誓約披上的是白紗為什麼你的領結不是一朵紅花I like it red… I like it red…藍蘋果 怎麼畫 怎麼畫綠舞鞋 怎麼搭 怎麼搭黑屏幕 怎麼滑 怎麼滑欸 聽不懂 就去 玩沙紅玫瑰 開了嗎 開了嗎紅燭光 點了吧 點了吧紅衣裳 髒了嗎 髒了嗎欸 你害的 看我 幹嘛I like it red… I like it red…誰恨我 我加倍誰愛我 我反饋Love or hate 我奉陪My red you won't forget.我是鮮血 我是火焰 我代表危險我是眼淚 炮紅雙眼 the lady in red.更多更詳盡歌詞 在 ※ Mojim.com　魔鏡歌詞網 若思念留下遺言我會聽見 你對紅色 偏執的偏見為什麼鋼琴琴鍵 只能黑白交雜？為什麼投降丟的 不是紅色手帕？I like it red….藍蘋果 怎麼畫 怎麼畫綠舞鞋 怎麼搭 怎麼搭黑屏幕 怎麼滑 怎麼滑欸 聽不懂 就去 玩沙紅玫瑰 開了嗎 開了嗎紅燭光 點了吧 點了吧紅衣裳 髒了嗎 髒了嗎欸 你害的 看我 幹嘛I like it red… I like it red…為什麼PRINCE CHARMING 總是身騎白馬？為什麼你的啤酒 不是紅莓沙瓦？I like it red…U fucking dead[00:00.00]蔡依林 Jolin Tsai - 紅衣女孩[00:03.11]作詞：嚴云農[00:06.29]作曲：倪子岡、王美蓮、林愷倫、Jeff Bova[00:11.18][00:16.80]為什麼蒙娜莉莎 不是一頭紅髮[00:20.27]為什麼你的咖啡 不是一杯紅茶[00:23.77]I like it red…[00:27.07]I like it red…[00:29.91][00:30.61]為什麼所有誓約 披上的是白紗[00:33.91]為什麼你的領結 不是一朵紅花[00:37.36]I like it red…[00:40.76]I like it red…[00:42.57][00:44.23]藍蘋果 怎麼畫 怎麼畫[00:45.80]綠舞鞋 怎麼搭 怎麼搭[00:47.48]黑屏幕 怎麼滑 怎麼滑[00:49.19]欸 聽不懂 就去 玩沙[00:50.80][00:51.05]紅玫瑰 開了嗎 開了嗎[00:52.58]紅燭光 點了吧 點了吧[00:54.31]紅衣裳 髒了嗎 髒了嗎[00:55.96]欸 你害的 看我 幹嘛[00:57.79][00:57.98]I like it red…[01:01.23]I like it red…[01:04.62]I like it red…[01:07.90]I like it red…[01:09.47][01:11.59]誰恨我 我加倍[01:14.74]誰愛我 我反饋[01:18.07]Love or hate 我奉陪[01:21.60]My red you won't forget.[01:24.24][01:25.06]我是鮮血[01:25.98]我是火焰[01:26.95]我代表危險[01:28.29][01:28.55]我是眼淚 炮紅雙眼[01:30.36]The lady in red.[01:31.90]若思念留下遺言[01:35.32]我會聽見 你對紅色 偏執的偏見[01:38.73][02:09.31]為什麼鋼琴琴鍵 只能黑白交雜[02:12.61]為什麼投降丟的 不是紅色手帕[02:15.83][02:16.11]I like it red…[02:19.75]I like it red…[02:22.15][02:22.82]藍蘋果 怎麼畫 怎麼畫[02:24.52]綠舞鞋 怎麼搭 怎麼搭[02:26.22]黑屏幕 怎麼滑 怎麼滑[02:27.90]欸 聽不懂 就去 玩沙[02:29.46][02:29.73]紅玫瑰 開了嗎 開了嗎[02:31.32]紅燭光 點了吧 點了吧[02:32.96]紅衣裳 髒了嗎 髒了嗎[02:34.64]欸 你害的 看我 幹嘛[02:36.26][02:36.45]I like it red…[02:40.17]I like it red…[02:43.40]I like it red…[02:46.76]I like it red…[02:50.09]I like it red…[02:53.55]I like it red…[02:55.81][02:56.95]為什麼PRINCE CHARMING 總是身騎白馬[03:00.24]為什麼你的啤酒 不是紅莓沙瓦[03:03.65][03:03.65]I like it red…[03:07.02]U fucking dead[03:09.35] 感謝 W.G.  提供歌詞 感謝 成明星  提供動態歌詞 感謝 成明星  修正歌詞 友站連結： My Music Life　
"
6, 甜秘密,"作詞：阿弟仔作曲：蔡依林、Olof Lindskog、Hayley Michelle Aitken、Johan Moraeus編曲：陳星翰、馬士釗覺得很想你 覺得很想要你雖然我們一起裝的很得體 yah內心裡 各種翻雲覆雨我知道你隨時隨地都可以我享受你渴望的每個細節喜歡你偷偷吞口水的喉結我沒在懷疑 別問給不給你我還沒有玩膩 請你別猴急扒開人面的獸心 馴服在我的手心立正站好乖乖地更多更詳盡歌詞 在 ※ Mojim.com　魔鏡歌詞網 你到底多淘氣 你有多調皮 你 被我調戲 是不是超開心你 被弄來弄去 你 甘心樂意 高超的 甜秘密baby it's a piece of cake忍耐的表情 急迫的肢體 好有趣請求的耳語 無助的呻吟 好憐惜你扭曲又變形 好神奇我好像舞蛇女 催眠控制你呼來喚去 你讓我駕馭 讓我駕馭終於終於 我無法抗拒 無法抗拒[00:00.00]蔡依林 Jolin Tsai - 甜秘密[00:03.11]作詞：阿弟仔　作曲：蔡依林、Olof Lindskog、Hayley Michelle Aitken、Johan Moraeus[00:05.93]覺得很想你[00:07.42]覺得很想要你[00:09.17]雖然我們一起裝的很得體 yah[00:12.55][00:13.04]內心裡 各種翻雲覆雨[00:15.54]我知道 你隨時隨地都可以[00:18.84][00:19.02]我享受 你渴望的每個細節[00:22.25]喜歡你 偷偷吞口水的喉結[00:25.47][00:25.50]我沒在懷疑[00:26.72]別問給不給你[00:28.40]我還沒有玩膩 請你別猴急[00:31.64][00:32.24]扒開人面的獸心[00:35.70]馴服在我的手心[00:38.82]立正站好 乖乖地[00:41.92][00:43.49]你到底多淘氣[00:45.01]你有多調皮[00:45.93]你被我調戲[00:47.69]是不是超開心[00:50.48][00:50.90]你 被弄來弄去[00:52.55]你 甘心樂意[00:54.15]高超的 甜秘密[00:57.33]Baby it's a piece of cake[00:59.15][01:03.60]Baby it's a piece of cake[01:05.47][01:10.12]Baby it's a piece of cake[01:11.68][01:11.91]覺得很想你[01:13.20]覺得很想要你[01:14.84]雖然我們一起裝的很得體 yah[01:18.35][01:18.74]內心裡 各種翻雲覆雨[01:21.15]我知道 你隨時隨地都可以[01:24.01][01:24.59]忍耐的表情 急迫的肢體 好有趣[01:27.62]請求的耳語 無助的呻吟 好憐惜[01:30.69][01:31.00]你扭曲又變形 好神奇[01:33.91]我好像舞蛇女 催眠控制你[01:37.88][01:38.20]扒開人面的獸心[01:41.15]馴服在我的手心[01:44.35]立正站好 乖乖地[01:47.47][01:48.83]你到底多淘氣[01:50.40]你有多調皮[01:51.61]你被我調戲[01:53.58]是不是超開心[01:56.09][01:56.54]你 被弄來弄去[01:57.98]你 甘心樂意[01:59.97]高超的 甜秘密[02:03.01]Baby it's a piece of cake[02:04.73][02:09.21]Baby it's a piece of cake[02:11.38][02:15.65]Baby it's a piece of cake[02:17.21][02:22.05]Baby it's a piece of cake[02:23.70][02:28.43]Baby it's a piece of cake[02:30.18][02:30.41]呼來喚去[02:32.42]你讓我駕馭 讓我駕馭[02:37.21]終於終於[02:38.67]我無法抗拒 無法抗拒[02:41.66][02:41.89]你到底多淘氣[02:43.23]你有多調皮[02:44.32]你被我調戲[02:46.35]是不是超開心[02:49.08][02:49.38]你 被弄來弄去[02:50.76]你 甘心樂意[02:52.74]高超的 甜秘密[02:55.77]Baby it's a piece of cake[02:57.51][03:03.60]Baby it's a piece of cake[03:05.39][03:10.11]Baby it's a piece of cake[03:13.67][03:22.84]Baby it's a piece of cake[03:24.75] 感謝 W.G.  提供歌詞 感謝 成明星  提供動態歌詞 友站連結： My Music Life　
"
