,Name,Lyric
140, 小茉莉,"電影 刺青 主題曲清晨下了一場雨 露水沾濕了小茉莉白色花瓣 純潔又清晰 偷聞著妳的呼吸晚風吹拂青草地 夕陽染紅了小茉莉微笑綻放 不言也不語 看不透妳的秘密月光青青 薄霧籠罩小茉莉凝視著妳 捨不得離開妳月光青青 薄霧籠罩小茉莉更多更詳盡歌詞 在 ※ Mojim.com　魔鏡歌詞網 等候著妳 走進我的夢裡小茉莉 是否妳會把我忘記小茉莉 請記得我 還在這裡小茉莉 在枝頭上自然美麗小茉莉 請記得我 不要 把我忘記[00:01.00]小茉莉 楊丞琳[00:25.00]電影 刺青 主題曲[00:47.50]清晨下了一場雨[00:53.00]露水沾濕了小茉莉[00:58.50]白色花瓣 純潔又清晰地[01:04.50]偷聞著妳的呼吸[01:09.50]晚風吹拂青草地[01:14.50]夕陽染紅了小茉莉[01:20.00]微笑綻放 不言也不語[01:25.00]看不透妳的秘密[01:30.40]月光青青 薄霧籠罩小茉莉[01:41.50]凝視著妳 捨不得離開妳[01:51.40]月光青青 薄霧籠罩小茉莉[02:02.50]等候著妳 走進我的夢裡[02:12.00]小茉莉 是否妳會把我忘記[02:23.70]小茉莉 請記得我 還在這裡[02:34.32]小茉莉 在枝頭上自然美麗[02:44.25]小茉莉 請記得我 不要 把我忘記
"
141, 匿名的好友,"作詞：李焯雄作曲：陳穎見杜松混合茉莉的風回憶裡被愛那股激動天色好紅 溫柔好濃在胸口浮現 你的臉容一起活在這城市迷宮提起你名字心還跳動 卻沒重逢只有想碰 卻又不敢碰的那種悸動也許我們當時年紀真的太小從那懵懵懂懂 走進各自天空該怎麼說 讓彼此選擇但思念還轉動不能握的手 從此匿名的朋友其實我的執著 依然執著與你無關淚自行吸收不能握的手 卻比親人更親厚但所有如果 都沒有如果只有失去的溫柔 最溫柔當又一次美夢落空回憶裡被愛那股激動天色好紅 溫柔好濃更多更詳盡歌詞 在 ※ Mojim.com　魔鏡歌詞網 在胸口浮現 你的臉容也許我們當時年紀真的太小從那懵懵懂懂 走進各自天空那是什麼 讓彼此選擇又不僅是尊重不能握的手 從此匿名的朋友其實我的執著 依然執著與你無關淚自行吸收不能握的手 卻比親人更親厚但所有如果 都沒有如果只有失去的溫柔 最溫柔不能握的手 從此匿名的朋友其實我的執著 依然執著卻決心和你不再聯絡不能握的手 卻比愛人更長久當所有如果 都沒有如果只有失去的擁有 最永久[00:00.00]楊丞琳 - 匿名的好友[00:14.00][00:19.00]杜松混合茉莉的風 回憶裡被愛[00:25.00]那股激動 天色好紅[00:29.55]溫柔好濃 在胸口浮現你的面容[00:36.00]一起活在這城市迷宮 提起你名字[00:41.55]心還跳動 卻沒重逢[00:46.00]只有想碰卻又不敢碰的那種悸動[00:51.00]也許我們當時年紀真的太小[00:56.00]從那懵懵懂懂 走進各自天空[01:00.00]該怎麼說讓彼此選擇 但思念還轉動[01:09.02]不能握的手 從此匿名的朋友[01:17.00]其實我的執著依然執著[01:22.00]與你無關淚自行吸收[01:25.00]不能握的手 卻比親人更親厚[01:32.55]當所有如果都沒有如果[01:37.00]只有失去的溫柔 最溫柔[01:45.05][01:58.00]當又一次美夢落空 回憶裏被愛[02:04.00]那股激動 天色好紅[02:09.00]溫柔好濃 在胸口浮現你的臉容[02:14.00]也許我們當時年紀真的太小[02:17.55]總愛懵懵懂懂走進各自天空[02:22.00]那是什麼 讓彼此選擇[02:25.31]又不僅是尊重[02:31.00]不能握的手 從此匿名的朋友[02:38.00]其實我的執著依然執著[02:44.00]與你無關淚自行吸收[02:48.00]不能握的手 卻比親人更親厚[02:54.51]當所有如果都沒有如果[02:59.00]只有失去的溫柔 最溫柔[03:07.00][03:19.54]不能握的手 從此匿名的朋友[03:26.55]其實我的執著 依然執著[03:31.41]卻決心和你不再聯絡[03:35.41]不能握的手 卻比愛人更長久[03:45.00]當所有如果都沒有如果[03:49.00]只有失去的擁有 最永久[03:59.00]
"
142, 過敏,"作詞：大麥作曲：黃淑惠編曲：洪敬堯製作人：薛忠銘你消失的一百天　我沒了笑臉怕別人看見我敏感的神經線 一點一點　沒知覺泛紅雙眼　不成眠　它跟著我一整夜麻痺的臉　特效藥也　無解才發現　我正擱淺在愛情過敏的季節Oh~過敏源　是對你的思念我想我　才了解　我正停格在愛情過敏的季節季節沒改變　是想念　沒斷線更多更詳盡歌詞 在 ※ Mojim.com　魔鏡歌詞網 我想我　才發現　感情塵蹣已佈滿了我的世界Oh~過敏源　是為你流的淚我想我　才了解　就算用盡了力氣也未必如願季節沒改變　是眼淚　弄濕臉季節一直變　但我的心　沒有變你消失的一百天　我沒了笑臉　沒知覺[00:01.00]10.過敏[00:09.97][01:31.75]轉載來自 ※Http://www.mojim.com　魔鏡歌詞網[00:16.71]你消失的一百天 我沒了笑臉怕別人看見[00:25.68]我敏感的神經線 一點一點 沒知覺[00:35.09][01:52.40]泛紅雙眼 不成眠 它跟著我一整夜[00:46.24][02:03.17]麻痺的臉 特效藥也 無解[00:53.23][02:10.61]才發現 我正擱淺在愛情過敏的季節[01:05.88][02:22.58]Oh~過敏源 是對你的思念[01:13.37][02:31.34][03:27.88]我想我 才了解 我正停格在愛情過敏的季節[01:25.16][02:41.68][03:39.45]季節沒改變 是想念 沒斷線[02:49.22]我想我 才發現 感情塵蹣已佈滿了我的世界[03:01.14]Oh~過敏源 是為你流的淚[03:08.33]我想我 才了解 就算用盡了力氣也未必如願[03:20.22]季節沒改變 是眼淚 弄濕臉[03:47.45]季節一直變 但我的心 沒有變[03:57.02]你消失的一百天 我沒了笑臉 沒知覺
"
143, 我們都傻,"電視劇【醉後決定愛上你】插曲作詞：陳威全/吳易緯作曲：陳威全編曲：周恆毅製作人：薛忠銘計算著為你流下了多少眼淚就代表又對我的心 撒了 多少謊但每次我都選擇 選擇相信相信你是愛我的＊倔強的以為我真的能改變你看你裝無辜的眼神　我很窒息難道你沒有看見　看見我對你的好還是你忘了　那些數不清的愛情軌跡你說我傻　傻在愛上只懂愛自己的人我說你傻　傻在愛他你的眼睛騙不了人我們都傻　傻在為一段沒有未來的愛情付出還在期待會有奇蹟出現更多更詳盡歌詞 在 ※ Mojim.com　魔鏡歌詞網 你說我傻　傻在愛上沒有感情的分身我說你傻　傻在愛他就固執的奮不顧身我們都傻　傻在寧願被犧牲也不願放棄天真還在期待會有奇蹟出現﹡REPEAT誰沒有為愛做過傻事　只是問心無愧　諷刺也無所謂我說我傻　傻在愛上沒有感情的分身你說你傻　傻在愛他就固執的奮不顧身我們都傻　傻在寧願被犧牲也不願放棄天真還在期待會有奇蹟出現還在期待會有奇蹟出現[ti:我們都傻][ar:楊丞琳][al:仰望][00:00.23]楊丞琳 - 我們都傻[00:41.23]計算著為你流下了多少眼淚[00:47.69]就代表又對我的心 撒了多少謊[00:55.66]但每次我都選擇 選擇相信[01:02.09]相信你是 愛我的[01:07.41][02:51.54][01:09.93]倔強的以為我真的能改變你[02:58.32][01:16.34]看你裝無辜的眼神 我很窒息[03:06.50][01:24.46]難道你沒有看見 看見我對你的好[03:12.72][01:30.73]還是你忘了 那些數不清的愛情軌跡[03:18.62][01:36.41][03:19.31][01:37.25]你說我傻 傻在愛上只懂愛自己的人[03:26.30][01:44.19]我說你傻 傻在愛她 你的眼睛騙不了人[03:33.54][01:51.40]我們都傻 傻在為一段沒有未來的愛情付出[03:41.26][01:59.10]還在期待會有奇跡出現[03:47.45][02:05.35][03:47.98][02:05.90]你說我傻 傻在愛上沒有感情的分身[03:54.93][02:12.82]我說你傻 傻在愛她 就固執的奮不顧身[04:02.09][02:20.04]我們都傻　傻在寧願被犧牲也不願放棄天真[04:09.88][02:27.81]還在期待會有奇跡出現[04:14.86][02:35.29][04:15.63]誰沒有為愛做過傻事[04:19.02]只是問心無愧 諷刺也無所謂[04:28.30][04:32.46]我說我傻 傻在愛上沒有感情的分身[04:39.75]你說你傻 傻在愛他 就固執的奮不顧身[04:46.71]我們都傻 傻在寧愿被犧牲也不愿放棄天真[04:54.70]還在期待會有奇跡出現[05:01.71]還在期待會有奇跡出現
"
144, 遇上愛,"作詞：崔惟楷作曲：伍仲衡編曲：蔡科俊 ( Again )製作人：陳美威我問愛情有沒有站牌　有沒有線索可猜我問邂逅什麼時候來　我該用什麼心態等一份情走進下個現在　讓未來有驚喜意外相信盼愛的平凡女孩　不需再平凡的等待遇上愛那一天　有個他能思念想像誰把漣漪放我心裡面遇上愛某年某天　兩人之間　用默契相連從那天　我就會　許下願心鎖總有把鑰匙能開　是巧合還是安排對的時間和對的人try　感動一定會很快等一份情走進下個現在　讓未來有驚喜意外相信盼愛的平凡女孩　不須再平凡的等待遇上愛那一天　有個他能思念想像誰把漣漪放我心裡面更多更詳盡歌詞 在 ※ Mojim.com　魔鏡歌詞網 遇上愛某年某天　兩人之間　用默契相連從那天　我就會　許下願遇上愛那一天　有個他能思念想像誰把漣漪放我心裡面遇上愛某年某天　兩人之間　用默契相連從那天　我就會　決定把我整顆心寄放他那邊遇上愛那一天　有個人能思念想像誰把漣漪放我心裡面遇上愛某年某天　兩人之間　用默契相連從那天　我就會　許下願心鎖總有把鑰匙能開　是巧合還是安排對的時間和對的人try　感動一定會很快[00:01.00]楊丞琳 - 遇上愛[00:05.00]3.遇上愛[00:10.36][01:08.38][00:13.19]我問愛情有沒有站牌 有沒有線索可猜[00:21.04]我問邂逅什麼時候來 我該用什麼心態[00:29.02][01:38.54]等一份情走進下個現在 讓未來有驚喜意外[00:37.04]相信盼愛的平凡女孩 不須再平凡的等待[00:45.10][01:54.78][02:16.87]遇上愛那一天 有個他能思念[00:49.82][01:59.33][02:36.01][02:59.78]想像誰把漣漪放我心裡面[00:53.92][02:03.41][02:39.77][03:03.87]遇上愛某年某天 兩人之間 用默契相連[01:01.47][03:11.27]從那天 我就會 許下願[01:22.23][03:17.42]心鎖總有把鑰匙能開 是巧合還是安排[01:30.56][03:31.43]對的時間和對的人try 感動一定會很快[01:46.68]相信盼愛的平凡女孩 不須再平凡的等待[02:10.74]從那天 我就會 許下願[02:47.03]從那天 我就會 決定把我整顆心寄放他那邊[02:55.12]遇上愛那一天 有個人能思念
"
145, 重新認識我,"廣告 ASIENCE 主題曲你慢慢的　慢慢的離開我放任我的委屈　愛卻無法放棄有多少個夜晚　照片陪著淚滴　你的影子只出現在夢裡許多傷痕等待著痊癒我膽小的不知該躲哪裡觀望這世界漂流的愛情　彷彿剩我自己我慢慢的　慢慢的改變了執著不是唯一　此刻的我相信我曾用盡全力　只為了你呼吸　時間會帶走我們的秘密I've got SHE in me　刻劃的痕跡　仍舊那麼清晰愛慢慢成長了　心慢慢沉澱了　而我重新認識我了我用微笑填滿了勇敢　對著遠方大聲的呼喊因為我愛過你　體會到最真實的擁有我慢慢的　慢慢的成長了回憶收進抽屜　鎖上我們的名收藏所有過去　片段中我和你　悄悄定格了美麗的花火更多更詳盡歌詞 在 ※ Mojim.com　魔鏡歌詞網 I've got SHE in me　不知不覺的　一秒都不寂寞愛慢慢成長了　心慢慢沉澱了　而我重新認識我了我用微笑填滿了勇敢　對著遠方大聲的呼喊因為我愛過你　體會到那幸福的擁有看陽光忽遠忽近　這苦澀依然甜蜜我知道我對你說的　你不會忘記而分開就只是　不一樣的答案想念存在屬於我們的愛I've got SHE in me　熟悉的溫柔　我們都不寂寞愛慢慢成長了　心慢慢沉澱了　而我重新認識我了我用微笑填滿了勇敢　對著遠方大聲的呼喊一句我愛你　慢慢你會永遠　記得我I've got SHE in me　熟悉的溫柔　我們都不寂寞愛慢慢成長了　心慢慢沉澱了　而我重新認識我了我用微笑填滿了勇敢　對著遠方大聲的呼喊一句我愛你　慢慢你會永遠　記得我
"
146, 仰望,"作詞：Wonderful/吳易緯(生命樹樂團)作曲：陳威全編曲：呂紹淳製作人：薛忠銘＠如果能重來 我的答案 會不會更改 或是等待守在你身旁 絕對不逃開 不讓誰將我們沖散不怕風看穿 我的孤單 不怕雨糾纏 眼淚擦乾讓回憶倒帶 我將愛保管 別讓我一個人承擔這個失去你的遺憾　我會勇敢仰望風 能帶你回來 仰望雨 能安靜聽完臉龐 發燙 眼眶 抵抗 不肯讓你離開 丟下我流浪仰望你 抱我在胸膛 仰望夢 能給我力量不讓愛逃亡 不讓心躲藏 讓我堅強Repeat ＠更多更詳盡歌詞 在 ※ Mojim.com　魔鏡歌詞網 無法預知 我努力 我必需 遺忘的疼痛假裝執著 我知道我抬起頭 會有你的守候仰望風 能帶你回來 仰望雨 能安靜聽完臉龐 發燙 眼眶 抵抗 不肯讓你離開 丟下我流浪仰望你 抱我在胸膛 仰望夢 能給我力量不讓愛逃亡 不讓心躲藏 不讓我瘋狂如果能重來 我的答案 會不會更改 或是等待守在你身旁 絕對不逃開 不讓誰將我們沖散[00:09.50]楊丞琳 - 仰望[00:11.33][00:15.66]如果能重來 我的答案[00:19.85]會不會更改 或是等待[00:23.68]守在你身旁 絕對不逃開[00:27.37]不讓誰將我們沖散[00:31.46][00:31.70]不怕風看穿 我的孤單[00:35.55]不怕雨糾纏[00:37.61]眼淚擦乾 讓回憶倒帶[00:41.20]我將愛保管 別讓我一個人承擔[00:47.49]這個失去你的遺憾[00:49.98]我會勇敢[00:51.07][00:51.37]仰望風 能帶你回來[00:55.21]仰望雨 能安靜聽完[00:59.08]臉龐發燙 眼眶抵抗[01:02.02]不肯讓你離開 丟下我流浪[01:06.71][01:07.00]仰望你抱我在胸膛[01:10.84]仰望夢能給我力量[01:14.82]不讓愛逃亡 不讓心躲藏[01:17.73]讓我堅強[01:21.38][01:22.31]如果能重來 我的答案[01:26.76]會不會更改 或是等待[01:30.60]守在你身旁 絕對不逃開[01:34.47]不讓誰將我們沖散[01:38.40][01:38.65]不怕風看穿 我的孤單[01:42.48]不怕雨糾纏[01:44.53]眼淚擦乾 讓回憶倒帶[01:48.20]我將愛保管 別讓我一個人承擔[01:54.33]這個失去你的遺憾[01:56.91]我會勇敢[01:58.03][01:58.30]仰望風 能帶你回來[02:01.98]仰望雨 能安靜聽完[02:05.95]臉龐發燙 眼眶抵抗[02:08.92]不肯讓你離開 丟下我流浪[02:13.40][02:13.81]仰望你抱我在胸膛[02:17.69]仰望夢能給我力量[02:21.63]不讓愛逃亡 不讓心躲藏[02:24.65]讓我堅強[02:27.84][02:28.74]無法預知 我努力 我必需遺忘的疼痛[02:37.32]假裝執著 我知道 我抬起頭會有你的守候[02:45.11][02:45.42]仰望風 能帶你回來[02:49.27]仰望雨 能安靜聽完[02:53.34]臉龐發燙 眼眶抵抗[02:56.09]不肯讓你離開 丟下我流浪[03:00.96][03:01.25]仰望你抱我在胸膛[03:04.92]仰望夢能給我力量[03:08.89]不讓愛逃亡 不讓心躲藏[03:11.75]不讓我瘋狂[03:15.46][03:16.95]如果能重來 我的答案[03:20.89]會不會更改 或是等待[03:24.63]守在你身旁 絕對不逃開[03:28.46]不讓誰將我們沖散[03:33.23]
"
147, 只想愛你,"作詞：小米作曲：彭妮編曲：呂紹淳＊我終於還是說了一句我愛你　還記得那個微涼夜裡　天空正飄著小雨　心跳的聲音　像舞動奇蹟　你看著我說千萬不要愛上你　因為你只會讓我傷心　別傻了快點喊停　你那麼冷靜　忽遠又忽近＃我知道我對你來說也許太年輕　我想我猜我問我終於了解　原來為愛流的眼淚　也是種甜蜜滋味△只想愛你　當我和你走在一起就已經決定　不看不聽不問也不會放棄　是你讓我了解自己　可以為愛那麼堅定★只想愛你　好想每天睜開眼睛就能看到你　我知道我偶爾有一點任性　不管你做任何決定　究竟愛我還是逃避更多更詳盡歌詞 在 ※ Mojim.com　魔鏡歌詞網 Sorry 我還是不會放棄　愛你Repeat ＊,＃,△,★Sorry 我還是不會放棄　Sorry 我還是不會放棄Repeat △,★,★Sorry 我還是不會放棄　我還是不會放棄　愛你[00:00.00]只想愛你[00:04.14]作詞：小米[00:07.02]作曲：彭妮[00:10.15][01:51.86][00:16.39]我終於還是說了一句我愛你[01:55.72][00:20.85]還記得那個微涼夜裡天空正飄著小雨[02:01.46][00:26.63]心跳的聲音[02:05.48][00:30.65]像舞動奇蹟[02:07.23][00:32.53]你看著我說千萬不要愛上你[02:11.01][00:36.19]因為你只會讓我傷心別傻了快點喊停[02:16.75][00:42.00]你那麼冷靜[02:20.64][00:46.16]忽遠又忽近[02:22.47][00:47.87]我知道我對你來說也許太年輕[02:26.23][00:51.55]我想我猜我問我終於了解[02:30.04][00:55.41]原來為愛流的眼淚[02:32.00][00:57.26]也是種甜蜜滋味[03:17.02][02:35.77][01:01.14]只想愛你[03:19.31][02:37.67][01:03.07]當我和你走在一起就已經決定[03:23.04][02:41.48][01:06.79]不看不聽不問也不會放棄[03:26.84][02:45.22][01:10.62]是你讓我了解自己[03:28.75][02:47.34][01:12.47]可以為愛那麼堅定[03:47.09][03:32.61][02:51.10][01:16.43]只想愛你[03:49.09][03:34.44][02:52.94][01:18.33]好想每天睜開眼睛就能看到你[03:52.74][03:38.30][02:56.77][01:22.06]我知道我偶爾有一點任性[03:56.56][03:42.12][03:00.48][01:25.85]不管你做任何決定[03:58.57][03:44.05][03:02.46][01:27.82]究竟愛我還是逃避[01:31.71]Sorry我還是不會放棄愛你[04:02.35][03:12.08][03:06.26]Sorry我還是不會放棄[04:08.46]我還是不會放棄愛你
"
148, 慶祝,"原作詞：Jeon Jun Gyu/Kim Young Ah原作曲：Jeon Jun Gyu/Kim Young Ah改編詞：陳鎮川編曲：洪信傑製作人：周佳佑每個夢都得到祝福　每顆淚都變成珍珠每盞燈都像許願的蠟燭　每一天都值得慶祝當年的妳什麼都怕　怎麼會變成女警察妳不是說永遠不嫁　搶先生了個胖娃娃我們都在偷偷的長大　把簡單都變的複雜當初最簡單的夢　可別忘啦每個夢都得到祝福　每顆淚都變成珍珠每盞燈都像許願的蠟燭　每一天都值得慶祝沒有一點生疏尷尬　尖叫著彼此的變化誰發了財誰苦哈哈　這一刻煩惱誰理它更多更詳盡歌詞 在 ※ Mojim.com　魔鏡歌詞網 我們還在慢慢的長大　遲早會看見白頭髮女生天生的單純　不會氧化每個夢都得到祝福　每顆淚都變成珍珠每盞燈都像許願的蠟燭　每一天都值得慶祝看不到成熟的辛苦　聽不見世界的忙碌夢穿著無憂無慮的制服　在心裡長成一顆樹每個夢都得到祝福　每顆淚都變成珍珠每盞燈都像許願的蠟燭　每一天都值得慶祝[00:01.00]6.慶祝[00:10.49][01:44.01]轉載來自 ※Http://www.mojim.com　魔鏡歌詞網[00:16.35][01:25.28][02:29.86][03:20.56]每個夢都得到祝福 每顆淚都變成珍珠[00:46.78][01:36.16][02:40.11][03:32.50]每盞燈都像許願的蠟燭 每一天都值得慶祝[00:54.31]當年的妳什麼都怕 怎麼會變成女警察[01:02.44]妳不是說永遠不嫁 搶先生了個胖娃娃[01:10.89]我們都在偷偷的長大 把簡單都變的複雜[01:19.70]當初最簡單的夢 可別忘啦[02:00.88]沒有一點生疏尷尬 尖叫著彼此的變化[02:07.77]誰發了財誰苦哈哈 這一刻煩惱誰理它[02:15.62]我們還在慢慢的長大 遲早會看見白頭髮[02:23.78]女生天生的單純　不會氧化[02:48.11]看不到成熟的辛苦 聽不見世界的忙碌[03:13.94]夢穿著無憂無慮的制服 在心裡長成一顆樹
"
149, 任意門,"作詞：陳鎮川作曲：楊陽編曲：奧斯卡＊好悶　結冰的蘋果　用力啃不動　怎麼　才剛覺得熱　突然又颱風　好的佔為己有　壞的一再重播　哪一扇門可以讓我躲一躲＃溜走(誰把任意門借給我)　逃走(誰把任意門借給我)　不要上鎖(誰把任意門借給我)　拜託(誰把任意門借給我)突然沒藉口　什麼都不想做身邊想見的人想講的話　都沒有口紅覺得太油　瀏海變得太重我看我　不太我　去去去　做惡夢怎麼了　煩的常常頭痛我做夢做夢　可以脫離這宇宙　(做夢)關上門　沒有人找得到我逃到非洲　逃到月球　躲一躲更多更詳盡歌詞 在 ※ Mojim.com　魔鏡歌詞網 ＊，＃人長大後　什麼都要戳破明明不太好受　偏偏還想長壽戀愛　行屍走肉　害怕分手　牽著手工作　越來越多　越來越重　才成功明明冬天的水果　夏天居然有自然不自然　顧不了太多天空破一個洞　身上不斷穿孔花　越開越紅越活越久　新品種＃誰把任意門借給我　誰把任意門借給我　誰把任意門借給我　誰把任意門借給我結冰的蘋果　用力啃不動才剛覺得熱　突然又颱風好的佔為己有　壞的一再重播哪一扇門可以讓我躲一躲[00:01.00]楊丞琳 - 任意門[00:03.00]2.任意門[00:07.17]作詞：陳鎮川 作曲：楊陽 編曲：奧斯卡[00:09.73][01:04.87]好悶　結冰的蘋果　用力啃不動[00:16.14][01:07.82]　怎麼　才剛覺得熱　突然又颱風[00:19.39][01:11.23]　好的佔為己有　壞的一再重播[00:23.07][01:14.86]　哪一扇門可以讓我躲一躲[00:25.89][01:17.73][02:22.59][02:35.61]溜走(誰把任意門借給我)[00:29.50][01:21.50][02:26.51][02:38.95]　逃走(誰把任意門借給我)[00:32.75][01:24.62][02:29.50][02:42.34]　不要上鎖(誰把任意門借給我)[00:35.93][01:27.75][02:32.75][02:45.31]　拜託(誰把任意門借給我)[00:39.09]突然沒藉口　什麼都不想做[00:42.07]身邊想見的人想講的話　都沒用[00:45.29]口紅覺得太油　瀏海變得太重[00:48.93]我看我　不太我　去去去　做惡夢[00:52.59]怎麼了　煩的常常頭痛[00:55.32]我做夢做夢　可以脫離這宇宙[00:58.70]關上門　沒有人找得到我[01:01.70]逃到非洲　逃到月球　躲一躲[01:30.79]人長大後　什麼都要戳破[01:34.03]明明不太好受　偏偏還想長壽[01:36.98]戀愛　行屍走肉　害怕分手　牽著手[01:40.28]工作　越來越多　越來越重　才成功[01:43.70]明明冬天的水果　夏天居然有[01:47.00]自然不自然　顧不了太多[01:50.06]天空破一個洞　身上不斷穿孔[01:53.73]花　越開越紅越活越久　新品種[01:56.81][02:48.65]誰把任意門借給我　誰把任意門借給我[02:03.48][02:52.45]　誰把任意門借給我　誰把任意門借給我[02:09.71]結冰的蘋果　用力啃不動[02:12.86]才剛覺得熱　突然又颱風[02:15.82]好的佔為己有　壞的一再重播[02:19.67]哪一扇門可以讓我躲一躲
"
150, 單眼皮,"作詞：晴天作曲：Lisa悶熱的天氣吃著冰淇淋  冷卻興奮的心情在走廊上故意不期而遇  眼神開始有交集目不轉睛的盯著你眼皮  拜託時間都暫停看著你害羞緊張的表情  就這麼被你吸引單眼皮  有一魔力讓我深深著迷  就是你我就是喜歡這樣單純的你更多更詳盡歌詞 在 ※ Mojim.com　魔鏡歌詞網 喜歡你  原來這樣子就是一見鐘情  你讓我天天都有好心情你的單眼皮有獨特魅力  隨便眨眨眼都令我著迷配合你可愛逗趣的表情我開始情不自禁地喜歡你[00:00.00]單眼皮[00:10.53]詞：晴天[00:15.58]曲：Lisa[00:24.75]悶熱的天氣吃著冰淇淋[00:28.04]冷卻興奮的心情 oh yaa~[00:33.27]在走廊上故意不期而遇[00:36.33]眼神開始有交集[00:40.98]單眼皮[00:42.14]有一魔力讓我深深著迷[00:45.13]就是你[00:46.11]我就是喜歡這麼單純的你[00:49.20]喜歡你[00:50.35]原來這樣子就是一見鐘情[00:53.40]你讓我天天都有好心情[00:57.52]目不轉睛的盯著你眼皮[01:00.56]拜託時間都暫停 oh yaa~[01:05.75]看著你害羞緊張的表情[01:08.86]就這麼被你吸引[02:19.99][02:04.75][01:13.98]單眼皮[02:20.91][01:15.96]有一魔力讓我深深著迷[02:24.15][02:08.97][01:18.71]就是你[02:25.23][01:20.01]我就是喜歡這麼單純的你[02:28.24][02:12.91][01:23.06]喜歡你[02:29.31][01:24.05]原來這麼子就是一見鐘情[02:32.40][02:15.72][01:27.16]你讓我天天都有好心情[03:02.42][02:54.01][02:46.05][02:38.79][01:39.77][01:30.72]你的單眼皮有獨特魅力[03:04.23][02:56.09][02:48.06][02:40.63][01:41.87][01:33.38]隨便眨眨眼都令我著迷[03:06.32][02:58.15][02:50.14][02:42.68][01:43.94][01:35.46]配合你可愛逗趣的表情[03:08.29][03:00.17][02:51.99][02:44.58][01:45.03][01:37.76]我開始情不自禁地喜歡你[03:02.42][02:54.01]單眼皮有獨特魅力[03:04.23][02:56.09]眨眨眼都令我著迷[03:06.32][02:58.15]配合你可愛的表情[03:08.29][03:00.17]我情不自禁地喜歡你
"
151, 冷戰,"作詞：蔣篤全(aka Wonderful)作曲：韋景雲製作人：薛忠銘編曲：詹勳偉你把我當成石膏 再不跟我吵 是不是一種預告假裝都看不到 不再重要 我不會再跟你鬧無言是一種毒藥 更像一把刀 切開我們的擁抱到底愛剩多少 需要思考 承諾隨愛蒸發掉不想再當配角 安靜讓我動搖 我想逃跑我聽到你冷戰的心跳 兩敗俱傷的記號 閃躲不了我知道莫名奇妙 求饒也不會是解藥 不如棄權走掉面對冷的空氣 冷的牆壁 冷到昏迷 冷到我真的快窒息冷戰到何時能平息 放我離去無言是一種毒藥 更像一把刀 切開我們的擁抱到底愛剩多少 需要思考 承諾隨愛蒸發掉更多更詳盡歌詞 在 ※ Mojim.com　魔鏡歌詞網 不想再當配角 安靜讓我動搖 我想逃跑我聽到你冷戰的心跳 兩敗俱傷的記號 閃躲不了我知道莫名奇妙 求饒也不會是解藥 不如棄權走掉面對冷的空氣 冷的牆壁 冷到昏迷 冷到我真的快窒息冷戰到何時能平息 放我離去我聽到你冷戰的心跳 兩敗俱傷的記號 閃躲不了我知道莫名奇妙 求饒也不會是解藥 不如棄權走掉面對冷的空氣 冷的牆壁 冷到昏迷 冷到我真的快窒息就讓回憶停止呼吸 成冰我聽到你冷戰的心跳 兩敗俱傷的記號 閃躲不了我知道莫名奇妙 求饒也不會是解藥 不如棄權走掉面對冷的空氣 冷的牆壁 冷到昏迷 冷到我真的快窒息冷戰到何時能平息 放我離去[02:56.50][00:01.00]楊丞琳 - 冷戰[02:50.50][00:05.00][00:09.00][03:59.95][03:28.20][03:02.50][02:49.77][02:18.84][01:40.05][01:08.90][00:13.00][00:13.85]你把我當成石膏 再不跟我吵 是不是一種預告[00:24.70]假裝都看不到 不再重要 我不會再跟你鬧[01:48.51][00:39.06]無言是一種毒藥 更像一把刀 切開我們的擁抱[01:59.54][00:49.94]到底愛剩多少 需要思考 承諾隨愛蒸發掉[02:12.95][01:04.23]不想再當配角 安靜讓我動搖 我想逃跑[03:29.00][03:03.37][02:20.05][01:09.80]我聽到你冷戰的心跳 兩敗俱傷的記號 閃躲不了[03:35.60][03:10.04][02:26.12][01:16.35]我知道莫名其妙求饒 也不會是解藥 不如棄權走掉[03:41.72][03:16.66][02:32.50][01:22.64]面對冷的空氣 冷的場面 冷到昏迷 難道我真的快窒息[03:50.95][02:41.66][01:31.93]冷戰到何時能平息 放我離去[03:25.58]就讓回憶停止呼吸 成冰
"
